# Matter power spectrum P(k) at redshift z=0.5
# for k=1.03693e-05 to 32.8247 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.036925660231e-05       3.189469204387e+01 
       1.305412063806e-05       3.980227800526e+01 
       1.643416419988e-05       4.967030967574e+01 
       2.068938693283e-05       6.198481403237e+01 
       2.604639496418e-05       7.735220196518e+01 
       3.279046850604e-05       9.652918468508e+01 
       4.128075406689e-05       1.204598085768e+02 
       5.196939031283e-05       1.503217756186e+02 
       6.542558610027e-05       1.875839217905e+02 
       8.236593292316e-05       2.340775881416e+02 
       1.036925660231e-04       2.920848646917e+02 
       1.305412063806e-04       3.644471628895e+02 
       1.643416419988e-04       4.546977122077e+02 
       2.068938693283e-04       5.672211050509e+02 
       2.604639496418e-04       7.074415450145e+02 
       3.279046850604e-04       8.820378908594e+02 
       4.128075406689e-04       1.099177289723e+03 
       5.196939031283e-04       1.368749896649e+03 
       6.542558610027e-04       1.702576948387e+03 
       8.236593292316e-04       2.114554414197e+03 
       1.036925660231e-03       2.620668528810e+03 
       1.305412063806e-03       3.238725140503e+03 
       1.643416419988e-03       3.987496431556e+03 
       2.068938693283e-03       4.885044202568e+03 
       2.604639496418e-03       5.945970005103e+03 
       3.279046850604e-03       7.177235129181e+03 
       4.128075406689e-03       8.572527003627e+03 
       5.196939031283e-03       1.010460889156e+04 
       6.542558610027e-03       1.171612664060e+04 
       8.236593292316e-03       1.330921079637e+04 
       1.036925660231e-02       1.473605648315e+04 
       1.305412063806e-02       1.579237215895e+04 
       1.643416419986e-02       1.622673748969e+04 
       2.068938680376e-02       1.578951423404e+04 
       2.604629037475e-02       1.435786733710e+04 
       3.277523661384e-02       1.213931922038e+04 
       4.075020544775e-02       9.879747465395e+03 
       4.756944096828e-02       8.557586346517e+03 
       5.249879919256e-02       7.908340012218e+03 
       5.654836530934e-02       7.504291603697e+03 
       6.015680518742e-02       7.199707188088e+03 
       6.351837274751e-02       6.934194799981e+03 
       6.673534423251e-02       6.677514941357e+03 
       6.986881481092e-02       6.413550594074e+03 
       7.295880231449e-02       6.134516551217e+03 
       7.603344677122e-02       5.838447239564e+03 
       7.911370394091e-02       5.527585287527e+03 
       8.221594671203e-02       5.207437760716e+03 
       8.535350339956e-02       4.885648453447e+03 
       8.853761578638e-02       4.570996349217e+03 
       9.177806151142e-02       4.272288184433e+03 
       9.508357270563e-02       3.997402603315e+03 
       9.846212578945e-02       3.752434520415e+03 
       1.019211468843e-01       3.541047891298e+03 
       1.054676602261e-01       3.364065508616e+03 
       1.091083970228e-01       3.219357977593e+03 
       1.128498761936e-01       3.101870698291e+03 
       1.166984647077e-01       3.003982304124e+03 
       1.206604228668e-01       2.916197099168e+03 
       1.247419383418e-01       2.828284506978e+03 
       1.289491517627e-01       2.730762265026e+03 
       1.332881759917e-01       2.616907239409e+03 
       1.377651107595e-01       2.484174694416e+03 
       1.423860540515e-01       2.335169913986e+03 
       1.471571114322e-01       2.177123548270e+03 
       1.520844043707e-01       2.020215586104e+03 
       1.571740785486e-01       1.875115268246e+03 
       1.624323130815e-01       1.750217126207e+03 
       1.678653315531e-01       1.649518871941e+03 
       1.734794157412e-01       1.571831363647e+03 
       1.792809229020e-01       1.510717088815e+03 
       1.852763074682e-01       1.456743305239e+03 
       1.914721480159e-01       1.399512214686e+03 
       1.978751803527e-01       1.330910596686e+03 
       2.044923375977e-01       1.249525852046e+03 
       2.113307981510e-01       1.161004661723e+03 
       2.183980425119e-01       1.074643500906e+03 
       2.257019199969e-01       9.987405364210e+02 
       2.332507265573e-01       9.375413412705e+02 
       2.410532951092e-01       8.899498936193e+02 
       2.491191000905e-01       8.495776405167e+02 
       2.574583783729e-01       8.083267240912e+02 
       2.660822692186e-01       7.613297663796e+02 
       2.750029767129e-01       7.092928288220e+02 
       2.842339590932e-01       6.576362766647e+02 
       2.937901506986e-01       6.125237608227e+02 
       3.036882239917e-01       5.757800094883e+02 
       3.139469014066e-01       5.443184876447e+02 
       3.245873298622e-01       5.132905724109e+02 
       3.356335349692e-01       4.798604694143e+02 
       3.471129776984e-01       4.457663476870e+02 
       3.590572442604e-01       4.144869789543e+02 
       3.715029111963e-01       3.876384813157e+02 
       3.844926438014e-01       3.632682950702e+02 
       3.980766094867e-01       3.388610976890e+02 
       4.123143225424e-01       3.142830661866e+02 
       4.272770895514e-01       2.913004276971e+02 
       4.430513064280e-01       2.705192850099e+02 
       4.597429876895e-01       2.508856863910e+02 
       4.774841198427e-01       2.314475713908e+02 
       4.964417855955e-01       2.128783274816e+02 
       5.168316220286e-01       1.956344202613e+02 
       5.389382883030e-01       1.788803815959e+02 
       5.631477146531e-01       1.626401291871e+02 
       5.900000528688e-01       1.471074748370e+02 
       6.202809293798e-01       1.318771657276e+02 
       6.551879456580e-01       1.169749005628e+02 
       6.966555390757e-01       1.021361463256e+02 
       7.480392410019e-01       8.718186412434e+01 
       8.156736920819e-01       7.178705464292e+01 
       9.125570471616e-01       5.564932549713e+01 
       1.065335808555e+00       3.898848165734e+01 
       1.309261617887e+00       2.408403908758e+01 
       1.645183303518e+00       1.399209420162e+01 
