# Matter power spectrum P(k) at redshift z=0
# for k=1.06028e-05 to 33.5632 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.060282293162e-05       4.927944960970e+01 
       1.334816322537e-05       6.149715976365e+01 
       1.680434188519e-05       7.674392876504e+01 
       2.115541302774e-05       9.577060915981e+01 
       2.663308705763e-05       1.195141798030e+02 
       3.352907009137e-05       1.491437232207e+02 
       4.221059837185e-05       1.861178003318e+02 
       5.313999493737e-05       2.322558818245e+02 
       6.689929000926e-05       2.898271053782e+02 
       8.422121622365e-05       3.616604062331e+02 
       1.060282293162e-04       4.512805525240e+02 
       1.334816322537e-04       5.630753884885e+02 
       1.680434188519e-04       7.024994908322e+02 
       2.115541302774e-04       8.763187915596e+02 
       2.663308705763e-04       1.092898156513e+03 
       3.352907009137e-04       1.362528415741e+03 
       4.221059837185e-04       1.697780114088e+03 
       5.313999493737e-04       2.113858834999e+03 
       6.689929000926e-04       2.628923217977e+03 
       8.422121622365e-04       3.264305372012e+03 
       1.060282293162e-03       4.044504343149e+03 
       1.334816322537e-03       4.996665612702e+03 
       1.680434188519e-03       6.149177152610e+03 
       2.115541302774e-03       7.529060648809e+03 
       2.663308705763e-03       9.157575756947e+03 
       3.352907009137e-03       1.104371873724e+04 
       4.221059837185e-03       1.317544522848e+04 
       5.313999493737e-03       1.550775832815e+04 
       6.689929000926e-03       1.794876186594e+04 
       8.422121622365e-03       2.034396508690e+04 
       1.060282293162e-02       2.246165242632e+04 
       1.334816322537e-02       2.398498272140e+04 
       1.680434188514e-02       2.452947921033e+04 
       2.115541275910e-02       2.372584563094e+04 
       2.663290556023e-02       2.142196332452e+04 
       3.350627432149e-02       1.799757302461e+04 
       4.151604071160e-02       1.466804977473e+04 
       4.810673300654e-02       1.281344321750e+04 
       5.291818474813e-02       1.188536433056e+04 
       5.691194954543e-02       1.129543728163e+04 
       6.049017502581e-02       1.084361868014e+04 
       6.383420650910e-02       1.044507940028e+04 
       6.704088535312e-02       1.005678715595e+04 
       7.016864922903e-02       9.655875036434e+03 
       7.325606825368e-02       9.231596502563e+03 
       7.633042894288e-02       8.781594821965e+03 
       7.941215319458e-02       8.309883126253e+03 
       8.251726458186e-02       7.825124988599e+03 
       8.565885481206e-02       7.339117163881e+03 
       8.884800110568e-02       6.865199391829e+03 
       9.209436435074e-02       6.416612458283e+03 
       9.540659265569e-02       6.005110980274e+03 
       9.879260140368e-02       5.639478818258e+03 
       1.022597721630e-01       5.324973151713e+03 
       1.058150966380e-01       5.062346061780e+03 
       1.094652823839e-01       4.847961049754e+03 
       1.132168312856e-01       4.673723225277e+03 
       1.170760982385e-01       4.527905566417e+03 
       1.210493351972e-01       4.395841253436e+03 
       1.251427242877e-01       4.262107951494e+03 
       1.293624027029e-01       4.112668647028e+03 
       1.337144814595e-01       3.937796909776e+03 
       1.382050596644e-01       3.734496258490e+03 
       1.428402356518e-01       3.507327988595e+03 
       1.476261161668e-01       3.267884215968e+03 
       1.525688246470e-01       3.031728769647e+03 
       1.576745095789e-01       2.814841263009e+03 
       1.629493538555e-01       2.629414881168e+03 
       1.683995860324e-01       2.480792110605e+03 
       1.740314943596e-01       2.366289774680e+03 
       1.798514444552e-01       2.275568035426e+03 
       1.858659014751e-01       2.194216822804e+03 
       1.920814576337e-01       2.106412727620e+03 
       1.985048659290e-01       2.000755570622e+03 
       2.051430809449e-01       1.876163780415e+03 
       2.120033076323e-01       1.742022671916e+03 
       2.190930590357e-01       1.612528765046e+03 
       2.264202240281e-01       1.499758782065e+03 
       2.339931462715e-01       1.409453433185e+03 
       2.418207158408e-01       1.339070550359e+03 
       2.499124752591e-01       1.278444460793e+03 
       2.582787421228e-01       1.215411165448e+03 
       2.669307510649e-01       1.143441657001e+03 
       2.758808185745e-01       1.064406181298e+03 
       2.851425352035e-01       9.869155269203e+02 
       2.947309910293e-01       9.199603336170e+02 
       3.046630420214e-01       8.654691576454e+02 
       3.149576273246e-01       8.182819175024e+02 
       3.256361506489e-01       7.711158955886e+02 
       3.367229432721e-01       7.202687356750e+02 
       3.482458320828e-01       6.689227293080e+02 
       3.602368443365e-01       6.222590539323e+02 
       3.727330924395e-01       5.822367282499e+02 
       3.857778987778e-01       5.455072305415e+02 
       3.994222449863e-01       5.085284029568e+02 
       4.137266663052e-01       4.714809505065e+02 
       4.287637666749e-01       4.370728234354e+02 
       4.446216155796e-01       4.059225771280e+02 
       4.614084233770e-01       3.762874644793e+02 
       4.792591136726e-01       3.469620817577e+02 
       4.983447849935e-01       3.191030995545e+02 
       5.188867054796e-01       2.931607661744e+02 
       5.411776646241e-01       2.678738870731e+02 
       5.656157401211e-01       2.434363530763e+02 
       5.927599816744e-01       2.200255613961e+02 
       6.234268663119e-01       1.970453918075e+02 
       6.588673545861e-01       1.745495176642e+02 
       7.011147796237e-01       1.521192990120e+02 
       7.537232935068e-01       1.294708823698e+02 
       8.234604926499e-01       1.061071243332e+02 
       9.242981558938e-01       8.159833730261e+01 
       1.084498564909e+00       5.645424878393e+01 
       1.337989474739e+00       3.450264937431e+01 
       1.682173900005e+00       1.997780633593e+01 
       2.117692548365e+00       1.142352021849e+01 
       2.666016833910e+00       6.477025133584e+00 
       3.356316340421e+00       3.645137803305e+00 
       4.225351930976e+00       2.038356747955e+00 
       5.319402919679e+00       1.133125180314e+00 
       6.696731511156e+00       6.265732768127e-01 
       8.430685475357e+00       3.447842841002e-01 
       1.061360418377e+01       1.888497771042e-01 
       1.336173601767e+01       1.030073037769e-01 
       1.682142901833e+01       5.595550229250e-02 
       2.117692445387e+01       3.025805069461e-02 
       2.666016833863e+01       1.631617285621e-02 
       3.356316340421e+01       8.773386209510e-03 
