# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04457e-05 to 33.066 h/Mpc,
# number of wavenumbers equal to 127
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_tot              
       1.044565662256e-05      -1.317483924546e-03      -9.886268860698e-04      -9.886269190126e-04      -1.317463534110e-03       5.718700277186e-08       5.047586123788e-12      -3.086179668119e-04       4.714869656432e-01       4.713414866216e-01       1.977253838025e-03       2.337451535302e-07       9.999983968146e-01      -2.709822702227e-11       1.559033656486e-10      -2.788731512966e-14      -1.428480156342e-10      -2.127739909162e-15      -1.459229995130e-10      -5.675104899268e-14 
       1.315030256502e-05      -2.087434568320e-03      -1.566866710404e-03      -1.566866793149e-03      -2.087383362684e-03       9.063525566491e-08       7.999892386130e-12      -4.891260544904e-04       4.714864428729e-01       4.713410283857e-01       3.133733586298e-03       3.704607569235e-07       9.999974592086e-01      -4.293861224237e-11       2.469992460168e-10      -4.418301714732e-14      -3.587417590215e-10      -5.344189371833e-15      -3.664622497328e-10      -1.425217088006e-13 
       1.655525007188e-05      -3.306762280346e-03      -2.483313291682e-03      -2.483313499512e-03      -3.306633708821e-03       1.436468661451e-07       1.267887945885e-11      -7.752114613555e-04       4.714856564931e-01       4.713403442315e-01       4.966626999023e-03       5.871398168639e-07       9.999959733353e-01      -6.803006301248e-11       3.912391221545e-10      -6.998670377392e-14      -9.008152098721e-10      -1.342237568081e-14      -9.201942037394e-10      -3.578770837823e-13 
       2.084182501410e-05      -5.236851674540e-03      -3.935778367134e-03      -3.935778889121e-03      -5.236528919569e-03       2.276648011641e-07       2.009459707171e-11      -1.228624561255e-03       4.714843821549e-01       4.713392318163e-01       7.871557778242e-03       9.305516507090e-07       9.999936186952e-01      -1.077625029568e-10       6.194990681495e-10      -1.108243947623e-13      -2.261538305882e-09      -3.370876825530e-14      -2.310160663618e-09      -8.984640136987e-13 
       2.623830313842e-05      -8.289778935000e-03      -6.237768552988e-03      -6.237769863916e-03      -8.288969044425e-03       3.608220599972e-07       3.184741456758e-11      -1.947231721555e-03       4.714823844942e-01       4.713374904950e-01       1.247553972783e-02       1.474819269549e-06       9.999898871667e-01      -1.706467520605e-10       9.804016670499e-10      -1.754012841919e-13      -5.675925783695e-09      -8.464555097909e-14      -5.797835453173e-09      -2.254919508031e-12 
       3.303206658331e-05      -1.311315056979e-02      -9.886146213658e-03      -9.886149505670e-03      -1.311111949302e-02       5.718614180980e-07       5.047454236518e-11      -3.086136454653e-03       4.714791645815e-01       4.713346762101e-01       1.977229901134e-02       2.337416930402e-06       9.999839742042e-01      -2.700922540890e-10       1.550224775866e-09      -2.773814448978e-13      -1.423818082406e-08      -2.125164854496e-13      -1.454351824700e-08      -5.656465554450e-12 
       4.158490802581e-05      -2.071962816294e-02      -1.566835813049e-02      -1.566836639588e-02      -2.071453920617e-02       9.063322571480e-07       7.999605756240e-11      -4.891151738590e-03       4.714740539163e-01       4.713302066327e-01       3.133673279175e-02       3.704520890938e-06       9.999746084579e-01      -4.271532625856e-10       2.447903088775e-09      -4.380893671228e-13      -3.568880082325e-08      -5.333944574913e-13      -3.645226711077e-08      -1.417805790702e-11 
       5.235229746081e-05      -3.267993466270e-02      -2.483235423070e-02      -2.483237497742e-02      -3.266720252332e-02       1.436421099828e-06       1.267834001463e-10      -7.751840584052e-03       4.714659778330e-01       4.713231422572e-01       4.966474995484e-02       5.871181219342e-06       9.999597780350e-01      -6.747026347779e-10       3.857054058042e-09      -6.904951378935e-13      -8.934490817509e-08      -1.338150789394e-12      -9.124878951890e-08      -3.549322195299e-11 
       6.590763763923e-05      -5.139844766005e-02      -3.935582615899e-02      -3.935587821233e-02      -5.136666722941e-02       2.276523516660e-06       2.009324759742e-10      -1.228555713702e-02       4.714532040119e-01       4.713119610000e-01       7.871175642465e-02       9.304972557572e-06       9.999363058553e-01      -1.063606204105e-09       6.056581632121e-09      -1.084800520676e-12      -2.232301317738e-07      -3.354623806698e-12      -2.279576165013e-07      -8.867759005831e-11 
       8.297279985534e-05      -8.047597939317e-02      -6.237276684296e-02      -6.237289735682e-02      -8.039694549626e-02       3.607925070964e-06       3.184426136073e-10      -1.947058866455e-02       4.714330215437e-01       4.712942754774e-01       1.247457947136e-01       1.474682966487e-05       9.998991858016e-01      -1.671422839756e-09       9.458688970440e-09      -1.695512301117e-12      -5.560083403690e-07      -8.400028047198e-12      -5.676671461890e-07      -2.208611629364e-10 
