# Matter power spectrum P(k) at redshift z=0
# for k=1.04457e-05 to 33.066 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.940995279758e-01       9.996752632299e+02 
       3.040087675715e-01       9.399660624508e+02 
       3.142792442098e-01       8.886491583458e+02 
       3.249321888769e-01       8.378103846232e+02 
       3.359917272350e-01       7.830238204536e+02 
       3.474854400034e-01       7.273226625696e+02 
       3.594450576923e-01       6.763865029288e+02 
       3.719073321163e-01       6.326824238811e+02 
       3.849151434268e-01       5.928671544182e+02 
       3.985189251738e-01       5.529179210800e+02 
       4.127785252211e-01       5.127558798391e+02 
       4.277656738406e-01       4.752858176236e+02 
       4.435673132144e-01       4.413950282098e+02 
       4.602901741801e-01       4.093038459549e+02 
       4.780672007355e-01       3.775299772645e+02 
       4.970667837397e-01       3.472343710210e+02 
       5.175063929678e-01       3.190778733426e+02 
       5.396733309712e-01       2.916889660578e+02 
       5.639574726736e-01       2.651678279418e+02 
       5.909050978388e-01       2.397895994688e+02 
       6.213118195238e-01       2.148951257153e+02 
       6.563924763177e-01       1.905345333997e+02 
       6.981133742900e-01       1.662655144076e+02 
       7.498938722936e-01       1.417927458880e+02 
       8.182074091117e-01       1.165806456551e+02 
       9.163647083381e-01       9.014610700163e+01 
       1.071544547288e+00       6.290524509164e+01 
       1.318626957119e+00       3.872670583120e+01 
       1.657269321445e+00       2.247963837322e+01 
       2.086325395746e+00       1.287994305152e+01 
       2.626527859608e+00       7.318711546853e+00 
       3.306602667141e+00       4.127374464091e+00 
       4.162766124371e+00       2.312126861764e+00 
       5.240612057326e+00       1.287172999928e+00 
       6.597539692323e+00       7.125121689306e-01 
       8.305810373986e+00       3.923407338739e-01 
       1.045639574535e+01       2.150582906244e-01 
       1.316382231960e+01       1.173351825243e-01 
       1.657227043449e+01       6.375072596222e-02 
       2.086325238111e+01       3.452338965776e-02 
       2.626527859525e+01       1.860978387295e-02 
       3.306602667141e+01       1.000119444244e-02 
