# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.5
# for k=1.04457e-05 to 33.066 h/Mpc,
# number of wavenumbers equal to 127
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_tot              
       1.044565662256e-05      -1.013833982123e-03      -7.606619577602e-04      -7.606619858420e-04      -1.013820820386e-03       4.341917062345e-08       8.132719287566e-12      -4.613830953567e-04       5.450079392005e-01       5.447569476318e-01       1.521323971684e-03       2.290830348721e-07       9.999984621241e-01      -3.971554156270e-11       1.578603435592e-10      -1.875967135393e-14      -9.265228746088e-11      -2.847832552541e-15      -9.513196015256e-11      -5.543967280876e-14 
       1.315030256502e-05      -1.606463301261e-03      -1.205566983811e-03      -1.205567054346e-03      -1.606430246329e-03       6.881467440927e-08       1.288949116083e-11      -7.312422531248e-04       5.450073623928e-01       5.447564517869e-01       2.411134108693e-03       3.630718256030e-07       9.999975626982e-01      -6.293487340044e-11       2.501248813659e-10      -2.972521771018e-14      -2.326954652965e-10      -7.152913971901e-15      -2.389221792551e-10      -1.392361489383e-13 
       1.655525007188e-05      -2.545180802570e-03      -1.910692624938e-03      -1.910692802104e-03      -2.545097795840e-03       1.090638593835e-07       2.042841614361e-11      -1.158939278323e-03       5.450064964188e-01       5.447557140709e-01       3.821385604208e-03       5.754292081608e-07       9.999961373046e-01      -9.971825249675e-11       3.962532524440e-10      -4.709407825023e-14      -5.843590851825e-10      -1.796550169325e-14      -5.999921549293e-10      -3.496578250041e-13 
       2.084182501410e-05      -4.031600359421e-03      -3.028238115568e-03      -3.028238560543e-03      -4.031391948346e-03       1.728543351854e-07       3.237675371424e-11      -1.836791044269e-03       5.450051439308e-01       5.447545647633e-01       6.056477121086e-03       9.119916436280e-07       9.999938784543e-01      -1.579844871423e-10       6.275973650563e-10      -7.459585832034e-14      -1.467264608757e-09      -4.511974379984e-14      -1.506502554380e-09      -8.779522346331e-13 
       2.623830313842e-05      -6.384033950675e-03      -4.799419281495e-03      -4.799420399035e-03      -6.383510834075e-03       2.739548254804e-07       5.131347089509e-11      -2.911107403599e-03       5.450029348058e-01       5.447526774124e-01       9.598840798070e-03       1.445404052238e-06       9.999902985367e-01      -2.502162889818e-10       9.936161855485e-10      -1.181179515515e-13      -3.683298371369e-09      -1.133048492220e-13      -3.781735058491e-09      -2.203928937690e-12 
       3.303206658331e-05      -1.010390514729e-02      -7.606529980340e-03      -7.606532786801e-03      -1.010259265793e-02       4.341867842744e-07       8.132580263682e-11      -4.613768606848e-03       5.449994302823e-01       5.447496822956e-01       1.521306557360e-02       2.290797763333e-06       9.999846254265e-01      -3.961699400151e-10       1.572119354292e-09      -1.869320509220e-13      -9.242859658176e-09      -2.844929000733e-13      -9.489630464077e-09      -5.530500334695e-12 
       4.158490802581e-05      -1.597823562302e-02      -1.205544451369e-02      -1.205545156031e-02      -1.597494472655e-02       6.881343037916e-07       1.288915914885e-10      -7.312265787467e-03       5.449938680274e-01       5.447449256484e-01       2.411090312062e-02       3.630636533408e-06       9.999756387317e-01      -6.269255675851e-10       2.484982255460e-09      -2.955845775145e-13      -2.318057496722e-08      -7.141366474944e-13      -2.379849375362e-08      -1.387005252674e-11 
       5.235229746081e-05      -2.523517809910e-02      -1.910635806593e-02      -1.910637575478e-02      -2.522693502127e-02       1.090605584738e-06       2.042759005693e-10      -1.158899783160e-02       5.449850558724e-01       5.447373862467e-01       3.821275150956e-02       5.754087732968e-06       9.999614061759e-01      -9.911281641750e-10       3.921754236943e-09      -4.667597020429e-13      -5.808219234104e-08      -1.791939579135e-12      -5.962666621626e-08      -3.475285114412e-11 
       6.590763763923e-05      -3.977341007314e-02      -3.028094954888e-02      -3.028099393518e-02      -3.975279687146e-02       1.728457795939e-06       3.237482597210e-10      -1.836691610745e-02       5.449711056980e-01       5.447254430442e-01       6.056198787037e-02       9.119405313536e-06       9.999388744399e-01      -1.564624706227e-09       6.173867333086e-09      -7.354870197307e-13      -1.453214422607e-07      -4.493628118405e-12      -1.491705767935e-07      -8.694945580639e-11 
       8.297279985534e-05      -6.248360164657e-02      -4.799059750623e-02      -4.799070881687e-02      -6.243218942058e-02       2.739333532643e-06       5.130875859668e-10      -2.910857842010e-02       5.449490515621e-01       5.447065443475e-01       9.598141763374e-02       1.445275874665e-05       9.999032271466e-01      -2.464218023405e-09       9.680967772931e-09      -1.154998790843e-12      -3.627561084450e-07      -1.125764210719e-11      -3.723045701697e-07      -2.170379447919e-10 
       1.044565662256e-04      -9.765559524861e-02      -7.605627719929e-02      -7.605655607095e-02      -9.752789885087e-02       4.341330593523e-06       8.131402125154e-10      -4.613142879353e-02       5.449142305713e-01       5.446766610949e-01       1.521131121419e-01       2.290476430157e-05       9.998468874468e-01      -3.866800597994e-09       1.508525864548e-08      -1.804042778920e-12      -9.022214574919e-07      -2.815947727978e-11      -9.257331328783e-07      -5.397694726315e-10 
       1.315030256502e-04      -1.513801346234e-01      -1.205318202248e-01      -1.205325178474e-01      -1.510650512230e-01       6.879991521854e-06       1.288620296277e-09      -7.310698882862e-02       5.448593577829e-01       5.446294573590e-01       2.410650356948e-01       3.629831666981e-05       9.997579870885e-01      -6.032491091557e-09       2.327243360010e-08      -2.793787730523e-12      -2.230995751424e-06      -7.026655573019e-11      -2.288205958212e-06      -1.334606524203e-09 
       1.655525007188e-04      -2.316250017485e-01      -1.910069060367e-01      -1.910086470151e-01      -2.308556936911e-01       1.090266502485e-05       2.042020837788e-09      -1.158508121446e-01       5.447731752759e-01       5.445550440871e-01       3.820172940303e-01       5.752074898540e-05       9.996180614540e-01      -9.324831208972e-09       3.533364344688e-08      -4.268016288674e-12      -5.466476727936e-06      -1.746624575516e-10      -5.603030208880e-06      -3.269622241454e-09 
       2.084182501410e-04      -3.471407140569e-01      -3.026677522360e-01      -3.026720805995e-01      -3.452936606629e-01       1.727610441057e-05       3.235637649289e-09      -1.835715332635e-01       5.446385106324e-01       5.444380972506e-01       6.053441611991e-01       9.114384193033e-05       9.993986855979e-01      -1.420561695540e-08       5.228633597061e-08      -6.380235427183e-12      -1.320165473570e-05      -4.315468831205e-10      -1.351746277835e-05      -7.894355935079e-09 
       2.623830313842e-04      -5.033741383450e-01      -4.795523375398e-01      -4.795630351029e-01      -4.990572157388e-01       2.737219398620e-05       5.126284184039e-09      -2.908434606133e-01       5.444297430916e-01       5.442551871643e-01       9.591260702057e-01       1.444028236215e-04       9.990568119003e-01      -2.114943057894e-08       7.422487091141e-08      -9.212928741607e-12      -3.116211810664e-05      -1.056229547580e-09      -3.185477933618e-05      -1.862752902153e-08 
       3.303206658331e-04      -6.924701456070e-01      -7.596838080723e-01      -7.597100025382e-01      -6.828098131279e-01       4.336076021076e-05       8.120074623679e-09      -4.607166540689e-01       5.441099112734e-01       5.439712219309e-01       1.519420005076e+00       2.287394756447e-04       9.985288483827e-01      -3.037070055467e-08       9.843368812431e-08      -1.258476544810e-11      -7.096319916803e-05      -2.547562251206e-09      -7.234721465533e-05      -4.239468246207e-08 
       4.158490802581e-04      -8.758795173941e-01      -1.203146094156e+00      -1.203209318231e+00      -8.557434161501e-01       6.867013755171e-05       1.285847418185e-08      -7.296097248499e-01       5.436282936919e-01       5.435352973599e-01       2.406418636461e+00       3.622287150045e-04       9.977242157368e-01      -4.122894917447e-08       1.164795499690e-07      -1.572483080254e-11      -1.528142201791e-04      -6.008491364846e-09      -1.551228598857e-04      -9.121344449918e-08 
       5.235229746081e-04      -9.708485736504e-01      -1.904746896719e+00      -1.904896163600e+00      -9.335689136294e-01       1.087089950174e-04       2.035335400064e-08      -1.154986783802e+00       5.429198733948e-01       5.428770449402e-01       3.809792327200e+00       5.733838345414e-04       9.965201059372e-01      -5.138695284284e-08       1.131659685516e-07      -1.705105628996e-11      -3.022528260624e-04      -1.370467697463e-08      -3.046855207450e-04      -1.801812023255e-07 
       6.590763763923e-04      -8.876959579032e-01      -3.013794369431e+00      -3.014135270665e+00      -8.315460885286e-01       1.719932793676e-04       3.219793051572e-08      -1.827363810859e+00       5.419069910030e-01       5.419055244958e-01       6.028270541330e+00       9.071054277137e-04       9.947588929967e-01      -5.672724701436e-08       7.713030351111e-08      -1.498197338110e-11      -5.296363059749e-04      -2.979207374613e-08      -5.281561552881e-04      -3.152451214735e-07 
       8.297279985534e-04      -6.788399222174e-01      -4.764840617694e+00      -4.765582473009e+00      -6.218664039962e-01       2.718977715128e-04       5.089581741137e-08      -2.888995294133e+00       5.404969518878e-01       5.405115247384e-01       9.531164946018e+00       1.433946733632e-03       9.922439498685e-01      -5.456161779418e-08       3.185524335219e-08      -1.088642707432e-11      -8.077352801688e-04      -6.072632274479e-08      -7.947290979904e-04      -4.805560031112e-07 
       1.044565662256e-03      -6.210762388559e-01      -7.525201767729e+00      -7.526711911239e+00      -6.009893082253e-01       4.293645402243e-04       8.037079242883e-08      -4.562704835439e+00       5.385599016344e-01       5.385655220158e-01       1.505342382248e+01       2.264445238932e-03       9.887186805358e-01      -4.997826893773e-08       3.800456297651e-08      -1.032410304474e-11      -1.167069206783e-03      -1.146123785739e-07      -1.144767018248e-03      -6.976509152706e-07 
       1.315030256502e-03      -6.857104372437e-01      -1.186776816031e+01      -1.187059229119e+01      -6.972184206490e-01       6.770555450940e-04       1.267451020863e-07      -7.195856832975e+00       5.358918495241e-01       5.358915940855e-01       2.374118458238e+01       3.571006750288e-03       9.838267989152e-01      -5.089409780999e-08       6.142322693334e-08      -1.196091710165e-11      -1.866288428011e-03      -1.997840414176e-07      -1.863038866494e-03      -1.125964959383e-06 
       1.655525007188e-03      -5.296308241613e-01      -1.868102983246e+01      -1.868584336929e+01      -5.127633012151e-01       1.065626845610e-03       1.995087409788e-07      -1.132702161192e+01       5.322292041166e-01       5.322320865013e-01       3.737168673859e+01       5.620888883789e-03       9.771095878892e-01      -4.995738300159e-08       2.566775526025e-08      -8.687896711009e-12      -2.892966352210e-03      -3.229277262865e-07      -2.905690116127e-03      -1.751689368437e-06 
       2.084182501410e-03      -6.113875699194e-01      -2.933254807302e+01      -2.934021527415e+01      -5.855706658630e-01       1.673049917668e-03       3.132656611465e-07      -1.778544093170e+01       5.272789185815e-01       5.272788820489e-01       5.868043054831e+01       8.825487476563e-03       9.680220901348e-01      -4.920191877674e-08       5.289094037147e-08      -1.040059911590e-11      -4.532116182578e-03      -4.928193066179e-07      -4.519117900369e-03      -2.734264573373e-06 
       2.623830313842e-03      -4.878803620784e-01      -4.590689108209e+01      -4.591931326085e+01      -4.908872827360e-01       2.618215516189e-03       4.902854663584e-07      -2.783519231035e+01       5.206733856368e-01       5.206739491652e-01       9.183862652169e+01       1.381208661206e-02       9.558962662877e-01      -4.765562032656e-08       3.291568931295e-08      -8.288268550378e-12      -6.947980100394e-03      -7.535000671533e-07      -6.952488207248e-03      -4.197330802213e-06 
       3.303206658331e-03      -4.636701908441e-01      -7.154380085145e+01      -7.156573725085e+01      -4.351430415281e-01       4.080261548514e-03       7.641199849371e-07      -4.338111825351e+01       5.119990240583e-01       5.119994464186e-01       1.431314745017e+02       2.152583193205e-02       9.399713471712e-01      -4.690267237940e-08       2.783230814672e-08      -7.614330427423e-12      -1.083893881973e-02      -1.199256773849e-06      -1.082791612033e-02      -6.547233034335e-06 
       4.158490802581e-03      -4.299282318002e-01      -1.109051328801e+02      -1.109450095272e+02      -5.244508003732e-01       6.325132282671e-03       1.184581699277e-06      -6.725110269217e+01       5.008019828184e-01       5.008021695098e-01       2.218900190544e+02       3.336988653019e-02       9.194148567313e-01      -4.567084056213e-08       3.277098683717e-08      -7.962447324673e-12      -1.674334340264e-02      -1.886804433288e-06      -1.666442815042e-02      -1.010421178200e-05 
       5.235229746081e-03      -4.100544122436e-01      -1.707775826249e+02      -1.708524100835e+02      -5.465222821334e-01       9.740146708076e-03       1.824215136080e-06      -1.035636107505e+02       4.866006943507e-01       4.866008221773e-01       3.417048201670e+02       5.138780507647e-02       8.933428872461e-01      -4.455264249804e-08       3.183489352836e-08      -7.902577067357e-12      -2.584066877724e-02      -2.934469152582e-06      -2.582069336334e-02      -1.562215615031e-05 
       6.590763763923e-03      -3.157507643782e-01      -2.607908693634e+02      -2.609392732788e+02      -3.078099356097e-01       1.487504528303e-02       2.785969752173e-06      -1.581672062800e+02       4.689008951779e-01       4.689008951779e-01       5.218785465577e+02       7.848136757692e-02       8.608471869754e-01      -4.274209657354e-08       2.733372070268e-08      -5.412395307657e-12      -3.924281065222e-02      -4.597870880772e-06      -3.924068378846e-02      -2.375315803935e-05 
       8.297279985534e-03      -3.011400240073e-01      -3.941366184229e+02      -3.944431284010e+02      -2.935665295529e-01       2.248438382733e-02       4.211359213634e-06      -2.390822342885e+02       4.472100650698e-01       4.472100650698e-01       7.888862568021e+02       1.186311905427e-01       8.210273762508e-01      -4.080917104948e-08       2.606899249365e-08      -5.161964380234e-12      -5.931762374723e-02      -7.202178134622e-06      -5.931559527137e-02      -3.594346512585e-05 
       1.044565662256e-02      -2.835258945420e-01      -5.879550943504e+02      -5.886089830326e+02      -2.763955148310e-01       3.355085469409e-02       6.284025652955e-06      -3.567527344851e+02       4.210477515029e-01       4.210477515029e-01       1.177217966065e+03       1.770182671393e-01       7.729961030538e-01      -3.848219163199e-08       2.454431077442e-08      -4.860059627528e-12      -8.851104335133e-02      -1.132768009579e-05      -8.850913356963e-02      -5.372328080788e-05 
       1.315030256502e-02      -2.625854629921e-01      -8.626419535782e+02      -8.640605671888e+02      -2.559817120150e-01       4.924719205351e-02       9.223990566687e-06      -5.236593951425e+02       3.899534822157e-01       3.899534822157e-01       1.728121134378e+03       2.598366636990e-01       7.159113661563e-01      -3.573578742062e-08       2.273171848247e-08      -4.501145225684e-12      -1.299201005707e-01      -1.791831157371e-05      -1.299183318495e-01      -7.905708074292e-05 
       1.655525007186e-02      -2.380836318708e-01      -1.238763896172e+03      -1.241837010853e+03      -2.320960769167e-01       7.076892757547e-02       1.325485981081e-05      -7.525118030372e+02       3.535714053741e-01       3.535714053741e-01       2.483674021705e+03       3.733928252571e-01       6.491188159191e-01      -3.251935268782e-08       2.061088060399e-08      -4.081194605198e-12      -1.866980162966e-01      -2.863457254983e-05      -1.866964126285e-01      -1.140531261278e-04 
       2.084182484941e-02      -2.100254607077e-01      -1.730105037578e+03      -1.736589647819e+03      -2.047435785752e-01       9.894396491181e-02       1.853153212742e-05      -1.052110247449e+03       3.119069304150e-01       3.119069304150e-01       3.473179295639e+03       5.220534796807e-01       5.726280873027e-01      -2.884764006788e-08       1.818222172371e-08      -3.600291837648e-12      -2.610281544866e-01      -4.594811995449e-05      -2.610267398403e-01      -1.603756100121e-04 
       2.623817749476e-02      -1.790705826039e-01      -2.334415196582e+03      -2.347316624672e+03      -1.745672173978e-01       1.337040629527e-01       2.504048285914e-05      -1.421730334760e+03       2.659408972894e-01       2.659408972894e-01       4.694633249345e+03       7.054601927502e-01       4.882401471996e-01      -2.477682116682e-08       1.550279696304e-08      -3.069734503017e-12      -3.527313024897e-01      -7.281567492435e-05      -3.527300963751e-01      -2.183764544993e-04 
       3.301464513711e-02      -1.472706943835e-01      -3.034423676649e+03      -3.057461868854e+03      -1.435670239637e-01       1.740945174453e-01       3.260314172154e-05      -1.851268777087e+03       2.187214793874e-01       2.187214793874e-01       6.114923737709e+03       9.186024372992e-01       4.015513598906e-01      -2.053771665918e-08       1.275010648765e-08      -2.524669702877e-12      -4.593022105688e-01      -1.095972394850e-04      -4.593012186496e-01      -2.866402743697e-04 
       4.100422389216e-02      -1.197262024098e-01      -3.801264889911e+03      -3.835032727609e+03      -1.167152329292e-01       2.183144030170e-01       4.088237542508e-05      -2.321624936496e+03       1.778157001458e-01       1.778157001458e-01       7.670065455218e+03       1.151997010888e+00       3.264527337342e-01      -1.674322906410e-08       1.036555163388e-08      -2.052500046882e-12      -5.759993118377e-01      -1.451510695485e-04      -5.759985054438e-01      -3.606602040623e-04 
       4.774818891411e-02      -1.037066942607e-01      -4.466015967211e+03      -4.504175418358e+03      -1.010985952244e-01       2.564015290963e-01       4.801292163820e-05      -2.726846484939e+03       1.540217803217e-01       1.540217803217e-01       9.008350836716e+03       1.353065819327e+00       2.827690405235e-01      -1.443827159220e-08       8.978545687662e-09      -1.777856702148e-12      -6.765336081675e-01      -1.599439646752e-04      -6.765329096637e-01      -4.219796113339e-04 
