# Matter power spectrum P(k) at redshift z=1
# for k=1.04457e-05 to 33.066 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.044565662256e-05       1.937362853909e+01 
       1.315030256502e-05       2.417688518729e+01 
       1.655525007188e-05       3.017097646002e+01 
       2.084182501410e-05       3.765112331871e+01 
       2.623830313842e-05       4.698567414832e+01 
       3.303206658331e-05       5.863427165641e+01 
       4.158490802581e-05       7.317038145223e+01 
       5.235229746081e-05       9.130939477904e+01 
       6.590763763923e-05       1.139435760124e+02 
       8.297279985534e-05       1.421854369976e+02 
       1.044565662256e-04       1.774213892919e+02 
       1.315030256502e-04       2.213777966631e+02 
       1.655525007188e-04       2.762016304743e+02 
       2.084182501410e-04       3.445577012828e+02 
       2.623830313842e-04       4.297435168736e+02 
       3.303206658331e-04       5.358206114105e+02 
       4.158490802581e-04       6.677570236754e+02 
       5.235229746081e-04       8.315690726399e+02 
       6.590763763923e-04       1.034442729441e+03 
       8.297279985534e-04       1.284808418355e+03 
       1.044565662256e-03       1.592335464153e+03 
       1.315030256502e-03       1.967773740774e+03 
       1.655525007188e-03       2.422461365559e+03 
       2.084182501410e-03       2.967269943125e+03 
       2.623830313842e-03       3.610904570088e+03 
       3.303206658331e-03       4.357372666178e+03 
       4.158490802581e-03       5.202539738644e+03 
       5.235229746081e-03       6.129473458171e+03 
       6.590763763923e-03       7.102916000745e+03 
       8.297279985534e-03       8.062810246013e+03 
       1.044565662256e-02       8.919025129347e+03 
       1.315030256502e-02       9.547081563944e+03 
       1.655525007186e-02       9.794664191048e+03 
       2.084182484941e-02       9.512066276616e+03 
       2.623817749476e-02       8.629455103092e+03 
       3.301464513711e-02       7.280622513963e+03 
       4.100422389216e-02       5.927360053061e+03 
       4.774818891411e-02       5.148659727582e+03 
       5.263768968824e-02       4.764045898317e+03 
       5.666848489694e-02       4.522974141991e+03 
       6.026679417683e-02       4.340323096632e+03 
       6.362248952056e-02       4.180452317859e+03 
       6.683601239577e-02       4.025503758904e+03 
       6.996756444479e-02       3.865932077598e+03 
       7.305667816288e-02       3.697196680413e+03 
       7.613120806634e-02       3.518163584117e+03 
       7.921193162506e-02       3.330303953824e+03 
       8.231510521670e-02       3.136947431003e+03 
       8.545397831465e-02       2.942786315989e+03 
       8.863973790740e-02       2.753078716163e+03 
       9.188212278052e-02       2.573168740420e+03 
       9.518983711379e-02       2.407780247990e+03 
       9.857083702744e-02       2.260537809328e+03 
       1.020325338263e-01       2.133616771165e+03 
       1.055819409270e-01       2.027439503820e+03 
       1.092257816693e-01       1.940677839437e+03 
       1.129705693036e-01       1.870214053469e+03 
       1.168226667787e-01       1.811414837857e+03 
       1.207883316140e-01       1.758530863589e+03 
       1.248737496290e-01       1.705354447120e+03 
       1.290850603027e-01       1.646240264799e+03 
       1.334283758750e-01       1.577156411427e+03 
       1.379097958598e-01       1.496689051238e+03 
       1.425354183477e-01       1.406490864707e+03 
       1.473113492835e-01       1.311022464553e+03 
       1.522437107758e-01       1.216445995176e+03 
       1.573386494201e-01       1.129182172850e+03 
       1.626023455642e-01       1.054238042632e+03 
       1.680410244143e-01       9.939422323512e+02 
       1.736609698611e-01       9.474393995719e+02 
       1.794685418909e-01       9.107735896691e+02 
       1.854701984387e-01       8.782340559156e+02 
       1.916725225360e-01       8.435281110063e+02 
       1.980822556082e-01       8.018658306334e+02 
       2.047063377909e-01       7.525358890243e+02 
       2.115519561662e-01       6.990556287162e+02 
       2.186266018782e-01       6.470629577398e+02 
       2.259381371850e-01       6.015060152742e+02 
       2.334948736513e-01       5.648573927736e+02 
       2.413056629019e-01       5.363427657755e+02 
       2.493800016636e-01       5.120283416327e+02 
       2.577281532385e-01       4.870487692793e+02 
       2.663612881174e-01       4.585600899937e+02 
       2.752916471936e-01       4.271011615880e+02 
       2.845327320338e-01       3.959935449412e+02 
       2.940995279758e-01       3.689282461196e+02 
       3.040087675715e-01       3.468918403934e+02 
       3.142792442098e-01       3.279529789968e+02 
       3.249321888769e-01       3.091920826221e+02 
       3.359917272350e-01       2.889724368038e+02 
       3.474854400034e-01       2.684161895541e+02 
       3.594450576923e-01       2.496188407979e+02 
       3.719073321163e-01       2.334893092893e+02 
       3.849151434268e-01       2.187953257055e+02 
       3.985189251738e-01       2.040523765374e+02 
       4.127785252211e-01       1.892311205561e+02 
       4.277656738406e-01       1.754024538142e+02 
       4.435673132144e-01       1.628948744874e+02 
       4.602901741801e-01       1.510519365918e+02 
       4.780672007355e-01       1.393260927697e+02 
       4.970667837397e-01       1.281453890434e+02 
       5.175063929678e-01       1.177540166070e+02 
       5.396733309712e-01       1.076466081546e+02 
       5.639574726736e-01       9.785909103180e+01 
       5.909050978388e-01       8.849290169978e+01 
       6.213118195238e-01       7.930578095360e+01 
       6.563924763177e-01       7.031546389771e+01 
       6.981133742900e-01       6.135930785186e+01 
       7.498938722936e-01       5.232757065467e+01 
       8.182074091117e-01       4.302313482410e+01 
       9.163647083381e-01       3.326745914275e+01 
       1.071544547288e+00       2.321436219772e+01 
       1.318626957119e+00       1.429143387762e+01 
       1.657269321445e+00       8.295524316803e+00 
       2.086325395746e+00       4.752870506130e+00 
       2.626527859608e+00       2.700640080594e+00 
       3.306602667141e+00       1.522977463477e+00 
       4.162766124371e+00       8.531426448473e-01 
       5.240612057326e+00       4.749421986598e-01 
       6.597539692323e+00       2.629017966412e-01 
       8.305810373986e+00       1.447668217996e-01 
       1.045639574535e+01       7.935321926698e-02 
       1.316382231960e+01       4.329598479930e-02 
       1.657227043449e+01       2.352447586320e-02 
       2.086325238111e+01       1.274016347592e-02 
       2.626527859525e+01       6.868262091579e-03 
       3.306602667141e+01       3.691701343672e-03 
