# Matter power spectrum P(k) at redshift z=0
# for k=1.06649e-05 to 33.76 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       3.259124298975e-01       1.204777556402e+03 
       3.370099324775e-01       1.157077844076e+03 
       3.485442889750e-01       1.108984758452e+03 
       3.605476439142e-01       1.064830809960e+03 
       3.730572522561e-01       1.026037533253e+03 
       3.861166112956e-01       9.896867486930e+02 
       3.997769195507e-01       9.529496286696e+02 
       4.140989844182e-01       9.160935358963e+02 
       4.291557559765e-01       8.812573605945e+02 
       4.450357506566e-01       8.487923585934e+02 
       4.618477658873e-01       8.172514457123e+02 
       4.797275115083e-01       7.857539805134e+02 
       4.988471625853e-01       7.551380834704e+02 
       5.194294992972e-01       7.255843004151e+02 
       5.417694984775e-01       6.960935715950e+02 
       5.662685132999e-01       6.667127307129e+02 
       5.934907028415e-01       6.373426809403e+02 
       6.242609119042e-01       6.073478490542e+02 
       6.598446297021e-01       5.763785550936e+02 
       7.023022399677e-01       5.435830204451e+02 
       7.552425008421e-01       5.078069651517e+02 
       8.255525567417e-01       4.670406227685e+02 
       9.274722011299e-01       4.179718880167e+02 
       1.089686176650e+00       3.564462828213e+02 
       1.345676668020e+00       2.849483991519e+02 
       1.692033754824e+00       2.174076014823e+02 
       2.130109885686e+00       1.599053029459e+02 
       2.681649355566e+00       1.132834288912e+02 
       3.375996519196e+00       7.748015725874e+01 
       4.250127808145e+00       5.140200322250e+01 
       5.350593901046e+00       3.325249039327e+01 
       6.735998630218e+00       2.108137496795e+01 
       8.480119849392e+00       1.315572826932e+01 
       1.067583837346e+01       8.110751009107e+00 
       1.344008422056e+01       4.954610038381e+00 
       1.692006356191e+01       3.005741668278e+00 
       2.130109798726e+01       1.814038528859e+00 
       2.681649355528e+01       1.090605841746e+00 
       3.375996519196e+01       6.538014528387e-01 
