# Matter power spectrum P(k) at redshift z=1
# for k=1.06649e-05 to 33.76 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.066494540088e-05       1.839583088771e+01 
       1.342637078057e-05       2.295666425490e+01 
       1.690279936383e-05       2.864822799549e+01 
       2.127936364958e-05       3.575083201576e+01 
       2.678913164527e-05       4.461424976185e+01 
       3.372551858813e-05       5.567491252138e+01 
       4.245791237653e-05       6.947732955434e+01 
       5.345134482254e-05       8.670076744686e+01 
       6.729125629167e-05       1.081924168586e+02 
       8.471467253714e-05       1.350085560884e+02 
       1.066494540088e-04       1.684654647736e+02 
       1.342637078057e-04       2.102020601447e+02 
       1.690279936383e-04       2.622444108210e+02 
       2.127936364958e-04       3.271386873184e+02 
       2.678913164527e-04       4.080046204193e+02 
       3.372551858813e-04       5.086920493137e+02 
       4.245791237653e-04       6.339062888236e+02 
       5.345134482254e-04       7.893388083710e+02 
       6.729125629167e-04       9.817761137481e+02 
       8.471467253714e-04       1.219161162246e+03 
       1.066494540088e-03       1.510574365353e+03 
       1.342637078057e-03       1.866063654590e+03 
       1.690279936383e-03       2.296148220233e+03 
       2.127936364958e-03       2.810779481889e+03 
       2.678913164527e-03       3.417685326343e+03 
       3.372551858813e-03       4.119933223174e+03 
       4.245791237653e-03       4.912631191927e+03 
       5.345134482254e-03       5.778481795980e+03 
       6.729125629167e-03       6.682611753220e+03 
       8.471467253714e-03       7.566550751734e+03 
       1.066494540088e-02       8.343394130578e+03 
       1.342637078057e-02       8.894712023107e+03 
       1.690279936376e-02       9.077802470216e+03 
       2.127936332504e-02       8.757896393757e+03 
       2.678892246641e-02       7.884807117627e+03 
       3.370023460128e-02       6.609014812762e+03 
       4.171422359039e-02       5.389438482918e+03 
       4.824520572886e-02       4.719951226001e+03 
       5.302719137889e-02       4.383129323049e+03 
       5.700687750086e-02       4.167573377280e+03 
       6.057743284120e-02       4.001696290232e+03 
       6.391700228061e-02       3.854985148565e+03 
       6.712106534353e-02       3.712028850577e+03 
       7.024738863855e-02       3.564749253051e+03 
       7.333417466253e-02       3.409384047148e+03 
       7.640849229952e-02       3.245184766155e+03 
       7.949062689480e-02       3.073688845727e+03 
       8.259651245822e-02       2.898044139590e+03 
       8.573917992017e-02       2.722518985954e+03 
       8.892966417124e-02       2.551830993792e+03 
       9.217759603704e-02       2.390647796528e+03 
       9.549160197554e-02       2.243065841733e+03 
       9.887958163544e-02       2.112120789633e+03 
       1.023489050982e-01       1.999513067308e+03 
       1.059065556819e-01       1.905400240193e+03 
       1.095592348468e-01       1.828354517868e+03 
       1.133134400919e-01       1.765417844153e+03 
       1.171755232074e-01       1.712330402353e+03 
       1.211517340057e-01       1.663950456580e+03 
       1.252482531941e-01       1.614841939364e+03 
       1.294712170909e-01       1.560214962971e+03 
       1.338267362502e-01       1.496793043605e+03 
       1.383209096319e-01       1.423679982872e+03 
       1.429598356763e-01       1.342605756480e+03 
       1.477496214513e-01       1.257648993523e+03 
       1.526963909249e-01       1.174219170806e+03 
       1.578062933350e-01       1.097767727821e+03 
       1.630855125847e-01       1.032355040904e+03 
       1.685402785576e-01       9.796739371697e+02 
       1.741768812321e-01       9.386555629213e+02 
       1.800016884579e-01       9.056539046328e+02 
       1.860211682515e-01       8.757231548802e+02 
       1.922419164633e-01       8.435327341329e+02 
       1.986706906724e-01       8.053597599490e+02 
       2.053144511790e-01       7.610010187038e+02 
       2.121804100007e-01       7.137190713205e+02 
       2.192760888400e-01       6.682835724343e+02 
       2.266093870875e-01       6.286397710786e+02 
       2.341886610856e-01       5.965770505276e+02 
       2.420228160946e-01       5.711252733894e+02 
       2.501214127207e-01       5.488355662469e+02 
       2.584947899944e-01       5.257341900658e+02 
       2.671542078675e-01       4.997718281358e+02 
       2.761120126665e-01       4.716639467792e+02 
       2.853818300643e-01       4.442553673021e+02 
       2.949787914782e-01       4.204102857702e+02 
       3.049198015941e-01       4.006401455677e+02 
       3.152238570974e-01       3.832159345022e+02 
       3.259124298975e-01       3.657997776238e+02 
       3.370099324775e-01       3.472842160308e+02 
       3.485442889750e-01       3.287277060253e+02 
       3.605476439142e-01       3.117535958863e+02 
       3.730572522561e-01       2.969118727266e+02 
       3.861166112956e-01       2.831064787229e+02 
       3.997769195507e-01       2.692527272158e+02 
       4.140989844182e-01       2.554396411562e+02 
       4.291557559765e-01       2.424940055932e+02 
       4.450357506566e-01       2.305658941795e+02 
       4.618477658873e-01       2.190973019334e+02 
       4.797275115083e-01       2.077360473267e+02 
       4.988471625853e-01       1.968274756343e+02 
       5.194294992972e-01       1.864662112613e+02 
       5.417694984775e-01       1.762590637345e+02 
       5.662685132999e-01       1.662521949327e+02 
       5.934907028415e-01       1.564489072170e+02 
       6.242609119042e-01       1.466348668557e+02 
       6.598446297021e-01       1.367552820710e+02 
       7.023022399677e-01       1.265868786088e+02 
       7.552425008421e-01       1.158786247739e+02 
       8.255525567417e-01       1.042005602536e+02 
       9.274722011299e-01       9.093273650797e+01 
       1.089686176650e+00       7.554452807208e+01 
       1.345676668020e+00       5.931523901997e+01 
       1.692033754824e+00       4.533920502828e+01 
       2.130109885686e+00       3.412144721982e+01 
       2.681649355566e+00       2.515254914174e+01 
       3.375996519196e+00       1.806905119689e+01 
       4.250127808145e+00       1.260408606746e+01 
       5.350593901046e+00       8.522492675169e+00 
       6.735998630218e+00       5.590798214975e+00 
       8.480119849392e+00       3.569353159193e+00 
       1.067583837346e+01       2.226996905083e+00 
       1.344008422056e+01       1.363674995068e+00 
       1.692006356191e+01       8.227367966376e-01 
       2.130109798726e+01       4.907164951112e-01 
       2.681649355528e+01       2.901470612645e-01 
       3.375996519196e+01       1.704401326976e-01 
