# Matter power spectrum P(k) at redshift z=0
# for k=1.03008e-05 to 32.6088 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.030083293944e-05       5.582964234995e+01 
       1.296798035011e-05       6.967135032346e+01 
       1.632572000240e-05       8.694471917602e+01 
       2.055286377685e-05       1.085004456835e+02 
       2.587452249383e-05       1.354000735960e+02 
       3.257409388552e-05       1.689681403033e+02 
       4.100835455865e-05       2.108569778494e+02 
       5.162645964974e-05       2.631280834026e+02 
       6.499386197403e-05       3.283523885416e+02 
       8.182242444975e-05       4.097351288360e+02 
       1.030083293944e-04       5.112702798726e+02 
       1.296798035011e-04       6.379301556141e+02 
       1.632572000240e-04       7.957969298822e+02 
       2.055286377685e-04       9.926836699683e+02 
       2.587452249383e-04       1.238001188545e+03 
       3.257409388552e-04       1.543408237947e+03 
       4.100835455865e-04       1.923152705414e+03 
       5.162645964974e-04       2.394482350743e+03 
       6.499386197403e-04       2.978019559439e+03 
       8.182242444975e-04       3.698033150157e+03 
       1.030083293944e-03       4.582460098084e+03 
       1.296798035011e-03       5.662353859348e+03 
       1.632572000240e-03       6.970351147079e+03 
       2.055286377685e-03       8.537806746838e+03 
       2.587452249383e-03       1.038989731149e+04 
       3.257409388552e-03       1.253828760080e+04 
       4.100835455865e-03       1.497121765555e+04 
       5.162645964974e-03       1.764011657121e+04 
       6.499386197403e-03       2.044351446939e+04 
       8.182242444975e-03       2.320968574602e+04 
       1.030083293944e-02       2.567955518690e+04 
       1.296798035011e-02       2.749783936183e+04 
       1.632572000238e-02       2.822980140389e+04 
       2.055286367344e-02       2.744681288298e+04 
       2.587443398161e-02       2.494153210515e+04 
       3.256061612577e-02       2.107391798654e+04 
       4.051992114022e-02       1.712131960565e+04 
       4.740674887666e-02       1.479178056495e+04 
       5.237293260475e-02       1.366253921006e+04 
       5.643976216693e-02       1.297012509804e+04 
       6.005748950045e-02       1.245508502352e+04 
       6.342443371587e-02       1.201075725337e+04 
       6.664456422611e-02       1.158415176418e+04 
       6.977979756534e-02       1.114674702975e+04 
       7.287059645459e-02       1.068468128965e+04 
       7.594536209586e-02       1.019402076534e+04 
       7.902521308484e-02       9.678278990241e+03 
       8.212662859375e-02       9.146617823118e+03 
       8.526300879212e-02       8.611997146681e+03 
       8.844564536618e-02       8.089386177218e+03 
       9.168435132178e-02       7.593934664416e+03 
       9.498788422362e-02       7.139125000125e+03 
       9.836423895999e-02       6.735442500517e+03 
       1.018208551303e-01       6.389129776362e+03 
       1.053647668131e-01       6.101763605788e+03 
       1.090027123752e-01       5.869727934314e+03 
       1.127412158956e-01       5.684557117208e+03 
       1.165866480054e-01       5.533489493074e+03 
       1.205452715426e-01       5.400333041616e+03 
       1.246232758681e-01       5.267429030700e+03 
       1.288268026658e-01       5.118307629590e+03 
       1.331619653711e-01       4.940748411470e+03 
       1.376348639200e-01       4.729973927661e+03 
       1.422515962108e-01       4.490022237499e+03 
       1.470182674727e-01       4.233385355283e+03 
       1.519409986055e-01       3.977693827823e+03 
       1.570259344755e-01       3.741362999412e+03 
       1.622792530973e-01       3.539116556372e+03 
       1.677071766045e-01       3.377941046824e+03 
       1.733159848861e-01       3.255835898409e+03 
       1.791120327566e-01       3.162076921358e+03 
       1.851017715165e-01       3.080494906147e+03 
       1.912917757557e-01       2.993178218841e+03 
       1.976887762547e-01       2.885693343522e+03 
       2.042996998514e-01       2.755167828805e+03 
       2.111317171722e-01       2.611256279824e+03 
       2.181922991822e-01       2.470111355041e+03 
       2.254892836037e-01       2.346085386297e+03 
       2.330309523977e-01       2.246527479933e+03 
       2.408261217128e-01       2.169659386741e+03 
       2.488842460073e-01       2.104771269747e+03 
       2.572155384585e-01       2.038064544052e+03 
       2.658311103297e-01       1.961103287946e+03 
       2.747431327030e-01       1.874989179326e+03 
       2.839650249648e-01       1.788845552923e+03 
       2.935116757268e-01       1.713056525499e+03 
       3.033997035766e-01       1.650699133731e+03 
       3.136477673358e-01       1.596720729764e+03 
       3.242769385644e-01       1.543192761329e+03 
       3.353111531997e-01       1.485413255315e+03 
       3.467777649052e-01       1.426159704802e+03 
       3.587082306125e-01       1.371010307417e+03 
       3.711389698744e-01       1.322520976314e+03 
       3.841124556017e-01       1.277670262143e+03 
       3.976786169814e-01       1.232514319628e+03 
       4.118966698306e-01       1.186827669294e+03 
       4.268375417879e-01       1.143209429850e+03 
       4.425871404237e-01       1.102536442951e+03 
       4.592508402378e-01       1.063245411717e+03 
       4.769597727656e-01       1.023914982477e+03 
       4.958798534532e-01       9.853827794721e+02 
       5.162250853996e-01       9.481841224074e+02 
       5.382777732196e-01       9.110978899489e+02 
       5.624203374013e-01       8.739708935640e+02 
       5.891874846215e-01       8.368105743679e+02 
       6.193559815181e-01       7.988065200102e+02 
       6.541081663376e-01       7.594885436406e+02 
       6.953503206930e-01       7.178166063528e+02 
       7.463817280337e-01       6.723412990418e+02 
       8.134149882911e-01       6.205535744445e+02 
       9.091731521721e-01       5.582267478920e+02 
       1.059823984880e+00       4.794293347718e+02 
       1.300901221876e+00       3.845728956723e+02 
       1.634369433993e+00       2.917665719500e+02 
       2.057478776046e+00       2.125023643897e+02 
       2.590212022465e+00       1.488644647007e+02 
       3.260883736840e+00       1.007114299827e+02 
       4.105209401214e+00       6.617308346503e+01 
       5.168152435925e+00       4.246885103471e+01 
       6.506318433612e+00       2.675874119788e+01 
       8.190969613298e+00       1.662381944452e+01 
       1.031181979342e+01       1.021789070413e+01 
       1.298181197977e+01       6.230458983926e+00 
       1.634313299247e+01       3.776534359765e+00 
       2.057478543255e+01       2.279019250429e+00 
       2.590212022325e+01       1.370821652187e+00 
       3.260883736840e+01       8.225485383048e-01 
