# Matter power spectrum P(k) at redshift z=1
# for k=1.03008e-05 to 32.6088 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.030083293944e-05       1.984782132391e+01 
       1.296798035011e-05       2.476863652203e+01 
       1.632572000240e-05       3.090945123231e+01 
       2.055286377685e-05       3.857267775850e+01 
       2.587452249383e-05       4.813570536379e+01 
       3.257409388552e-05       6.006943293700e+01 
       4.100835455865e-05       7.496136263067e+01 
       5.162645964974e-05       9.354441002860e+01 
       6.499386197403e-05       1.167327135874e+02 
       8.182242444975e-05       1.456660750822e+02 
       1.030083293944e-04       1.817649625822e+02 
       1.296798035011e-04       2.267982361079e+02 
       1.632572000240e-04       2.829658910921e+02 
       2.055286377685e-04       3.529988807084e+02 
       2.587452249383e-04       4.402772156242e+02 
       3.257409388552e-04       5.489652698300e+02 
       4.100835455865e-04       6.841591500560e+02 
       5.162645964974e-04       8.520343265472e+02 
       6.499386197403e-04       1.059973775286e+03 
       8.182242444975e-04       1.316650186494e+03 
       1.030083293944e-03       1.632027977605e+03 
       1.296798035011e-03       2.017212676507e+03 
       1.632572000240e-03       2.483964939221e+03 
       2.055286377685e-03       3.043643626704e+03 
       2.587452249383e-03       3.705488496668e+03 
       3.257409388552e-03       4.474048104679e+03 
       4.100835455865e-03       5.345664942975e+03 
       5.162645964974e-03       6.303727202328e+03 
       6.499386197403e-03       7.312959135175e+03 
       8.182242444975e-03       8.312760250465e+03 
       1.030083293944e-02       9.211544915897e+03 
       1.296798035011e-02       9.882283648362e+03 
       1.632572000238e-02       1.016801380293e+04 
       2.055286367344e-02       9.911447128242e+03 
       2.587443398161e-02       9.031708961514e+03 
       3.256061612577e-02       7.650943790018e+03 
       4.051992114022e-02       6.225649105376e+03 
       4.740674887666e-02       5.378653061286e+03 
       5.237293260475e-02       4.964780163328e+03 
       5.643976216693e-02       4.708854290685e+03 
       6.005748950045e-02       4.516881619533e+03 
       6.342443371587e-02       4.350098619694e+03 
       6.664456422611e-02       4.189266659747e+03 
       6.977979756534e-02       4.024064942868e+03 
       7.287059645459e-02       3.849509954344e+03 
       7.594536209586e-02       3.664259707437e+03 
       7.902521308484e-02       3.469675266238e+03 
       8.212662859375e-02       3.269150526745e+03 
       8.526300879212e-02       3.067452256142e+03 
       8.844564536618e-02       2.870052856478e+03 
