# Matter power spectrum P(k) at redshift z=1
# for k=1.03008e-05 to 32.6088 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.168435132178e-02       2.682509730900e+03 
       9.498788422362e-02       2.509756955590e+03 
       9.836423895999e-02       2.355666098987e+03 
       1.018208551303e-01       2.222573263549e+03 
       1.053647668131e-01       2.111063562266e+03 
       1.090027123752e-01       2.019833577929e+03 
       1.127412158956e-01       1.945769168493e+03 
       1.165866480054e-01       1.884147947921e+03 
       1.205452715426e-01       1.829048549008e+03 
       1.246232758681e-01       1.774041590744e+03 
       1.288268026658e-01       1.713175302169e+03 
       1.331619653711e-01       1.642142575028e+03 
       1.376348639200e-01       1.559299168334e+03 
       1.422515962108e-01       1.466153452163e+03 
       1.470182674727e-01       1.367196814349e+03 
       1.519409986055e-01       1.268771500878e+03 
       1.570259344755e-01       1.177530071638e+03 
       1.622792530973e-01       1.098844479540e+03 
       1.677071766045e-01       1.035316294537e+03 
       1.733159848861e-01       9.862490738939e+02 
       1.791120327566e-01       9.477303978171e+02 
       1.851017715165e-01       9.138597865879e+02 
       1.912917757557e-01       8.781462096488e+02 
       1.976887762547e-01       8.353951333375e+02 
       2.042996998514e-01       7.845903770463e+02 
       2.111317171722e-01       7.291685223741e+02 
       2.181922991822e-01       6.749347424866e+02 
       2.254892836037e-01       6.271221055432e+02 
       2.330309523977e-01       5.884976237771e+02 
       2.408261217128e-01       5.584695513540e+02 
       2.488842460073e-01       5.331142458412e+02 
       2.572155384585e-01       5.073396701315e+02 
       2.658311103297e-01       4.780011112058e+02 
       2.747431327030e-01       4.454438695802e+02 
       2.839650249648e-01       4.130026951721e+02 
       2.935116757268e-01       3.845838873151e+02 
       3.033997035766e-01       3.614228770639e+02 
       3.136477673358e-01       3.416517277657e+02 
       3.242769385644e-01       3.222387002056e+02 
       3.353111531997e-01       3.013280097327e+02 
       3.467777649052e-01       2.799433385684e+02 
       3.587082306125e-01       2.602687291198e+02 
       3.711389698744e-01       2.433709018702e+02 
       3.841124556017e-01       2.280825904640e+02 
       3.976786169814e-01       2.127943585086e+02 
       4.118966698306e-01       1.973834292671e+02 
       4.268375417879e-01       1.829399845168e+02 
       4.425871404237e-01       1.698825471402e+02 
       4.592508402378e-01       1.575716649084e+02 
       4.769597727656e-01       1.453843612157e+02 
       4.958798534532e-01       1.337230707754e+02 
       5.162250853996e-01       1.228994662133e+02 
       5.382777732196e-01       1.123933173822e+02 
       5.624203374013e-01       1.022041638487e+02 
       5.891874846215e-01       9.246173593139e+01 
       6.193559815181e-01       8.291196372651e+01 
       6.541081663376e-01       7.356820325828e+01 
       6.953503206930e-01       6.427018146463e+01 
       7.463817280337e-01       5.490366147273e+01 
       8.134149882911e-01       4.526726745703e+01 
       9.091731521721e-01       3.516835975860e+01 
       1.059823984880e+00       2.472584181769e+01 
       1.300901221876e+00       1.532046810829e+01 
       1.634369433993e+00       8.906562328294e+00 
       2.057478776046e+00       5.106175224664e+00 
       2.590212022465e+00       2.902985513704e+00 
       3.260883736840e+00       1.638108660299e+00 
       4.105209401214e+00       9.180357832776e-01 
       5.168152435925e+00       5.113233542032e-01 
       6.506318433612e+00       2.831786761206e-01 
       8.190969613298e+00       1.559873510908e-01 
       1.031181979342e+01       8.551069619907e-02 
       1.298181197977e+01       4.667681136339e-02 
       1.634313299247e+01       2.537102606244e-02 
       2.057478543255e+01       1.373718199348e-02 
       2.590212022325e+01       7.410066520875e-03 
       3.260883736840e+01       3.982862820390e-03 
