# Matter power spectrum P(k) at redshift z=0
# for k=1.05468e-05 to 33.386 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.054684960093e-05       5.041671842157e+01 
       1.327769697698e-05       6.291640101083e+01 
       1.671563013442e-05       7.851501938301e+01 
       2.104373155038e-05       9.798080825581e+01 
       2.649248840774e-05       1.222723320562e+02 
       3.335206687817e-05       1.525856766500e+02 
       4.198776452879e-05       1.904130650706e+02 
       5.285946374972e-05       2.376159754883e+02 
       6.654612216834e-05       2.965159369211e+02 
       8.377660425408e-05       3.700072144795e+02 
       1.054684960093e-04       4.616960363056e+02 
       1.327769697698e-04       5.760717098158e+02 
       1.671563013442e-04       7.187150854955e+02 
       2.104373155038e-04       8.965490426950e+02 
       2.649248840774e-04       1.118133027859e+03 
       3.335206687817e-04       1.393998347180e+03 
       4.198776452879e-04       1.737011370234e+03 
       5.285946374972e-04       2.162739359131e+03 
       6.654612216834e-04       2.689779662080e+03 
       8.377660425408e-04       3.339991252427e+03 
       1.054684960093e-03       4.138496155019e+03 
       1.327769697698e-03       5.113158017980e+03 
       1.671563013442e-03       6.293161574539e+03 
       2.104373155038e-03       7.706367015205e+03 
       2.649248840774e-03       9.374837968306e+03 
       3.335206687817e-03       1.130820476037e+04 
       4.198776452879e-03       1.349470469658e+04 
       5.285946374972e-03       1.588900731135e+04 
       6.654612216834e-03       1.839795604863e+04 
       8.377660425408e-03       2.086418585143e+04 
       1.054684960093e-02       2.305157849142e+04 
       1.327769697698e-02       2.463624713514e+04 
       1.671563013438e-02       2.522386761058e+04 
       2.104373132428e-02       2.443256352255e+04 
       2.649232896307e-02       2.209745576672e+04 
       3.333132935319e-02       1.859247854532e+04 
       4.133545393569e-02       1.514622858638e+04 
       4.798041502434e-02       1.320483286240e+04 
       5.281907513931e-02       1.223795279034e+04 
       5.682579122517e-02       1.162640427413e+04 
       6.041105587216e-02       1.115976528702e+04 
       6.375917871796e-02       1.074934494936e+04 
       6.696825727974e-02       1.035016677934e+04 
       7.009734635676e-02       9.938400438812e+03 
       7.318535340287e-02       9.502746631769e+03 
       7.625976431521e-02       9.040598159036e+03 
       7.934112594001e-02       8.555994821529e+03 
       8.244554372545e-02       8.057729398834e+03 
       8.558616489874e-02       7.557876000953e+03 
       8.877410532767e-02       7.070121854518e+03 
       9.201905333623e-02       6.608131427747e+03 
       9.532967678636e-02       6.183963953851e+03 
       9.871390541466e-02       5.806888802457e+03 
       1.021791312674e-01       5.482243820446e+03 
       1.057323536993e-01       5.211008957747e+03 
       1.093802858263e-01       4.989502877807e+03 
       1.131294335364e-01       4.809555589142e+03 
       1.169861545600e-01       4.659058724591e+03 
       1.209567028098e-01       4.523163681533e+03 
       1.250472617097e-01       4.385811868527e+03 
       1.292639692544e-01       4.232703062090e+03 
       1.336129368877e-01       4.053569119419e+03 
       1.381002638554e-01       3.845130798435e+03 
       1.427320484010e-01       3.612034973914e+03 
       1.475143969817e-01       3.365920706634e+03 
       1.524534325598e-01       3.122829280104e+03 
       1.575553029467e-01       2.899197130729e+03 
       1.628261901272e-01       2.707703141258e+03 
       1.682723214622e-01       2.554006987928e+03 
       1.738999836473e-01       2.435558611836e+03 
       1.797155402924e-01       2.341875958153e+03 
       1.857254539791e-01       2.258180536697e+03 
       1.919363136487e-01       2.168228477530e+03 
       1.983548681751e-01       2.060062135156e+03 
       2.049880669943e-01       1.932317511828e+03 
       2.118431086917e-01       1.794457999991e+03 
       2.189274985117e-01       1.661030956888e+03 
       2.262491158497e-01       1.544577445351e+03 
       2.338162929393e-01       1.451183609175e+03 
       2.416379061671e-01       1.378449836839e+03 
       2.497234817543e-01       1.316027364789e+03 
       2.580833179719e-01       1.251379428250e+03 
       2.667286266239e-01       1.177604457120e+03 
       2.756716972949e-01       1.096414313165e+03 
       2.849260888673e-01       1.016575590784e+03 
       2.945068541416e-01       9.474248222022e+02 
       3.044308051619e-01       8.911441950341e+02 
       3.147168291934e-01       8.425433817133e+02 
       3.253862684630e-01       7.941046095501e+02 
       3.364633810493e-01       7.418973991465e+02 
       3.479759061931e-01       6.890439433565e+02 
       3.599557654783e-01       6.409095764584e+02 
       3.724399428807e-01       5.996222407814e+02 
       3.854716032449e-01       5.618311166597e+02 
       3.991015329112e-01       5.238278047757e+02 
       4.133900221281e-01       4.857047849145e+02 
       4.284093633550e-01       4.502402916008e+02 
       4.442472240356e-01       4.181480384805e+02 
       4.610112866731e-01       3.876663391691e+02 
       4.788357682982e-01       3.574971974393e+02 
       4.978908005247e-01       3.287980174061e+02 
       5.183962943226e-01       3.020927480767e+02 
       5.406430773901e-01       2.760802615906e+02 
       5.650262923438e-01       2.509235727548e+02 
       5.921004154150e-01       2.268350567125e+02 
       6.226744431360e-01       2.031958000762e+02 
       6.579863679676e-01       1.800575947448e+02 
       7.000454221775e-01       1.569908664748e+02 
       7.523572056686e-01       1.337142709750e+02 
       8.215832022643e-01       1.097116905011e+02 
       9.214569678216e-01       8.453776854323e+01 
       1.079857051475e+00       5.866838743980e+01 
       1.331079242483e+00       3.594874409577e+01 
       1.673297737611e+00       2.083436787078e+01 
       2.106513564339e+00       1.192315850818e+01 
       2.651943305576e+00       6.765798776836e+00 
       3.338598817954e+00       3.810811078140e+00 
       4.203046891709e+00       2.132420157511e+00 
       5.291322538934e+00       1.186069324330e+00 
       6.661380406264e+00       6.562236531493e-01 
       8.386181071073e+00       3.611585733924e-01 
       1.055757645828e+01       1.978677336711e-01 
       1.329120129029e+01       1.079335035720e-01 
       1.673263105762e+01       5.863561386551e-02 
       2.106513444461e+01       3.172006121409e-02 
       2.651943305518e+01       1.710726691175e-02 
       3.338598817954e+01       9.191089396680e-03 
