# Matter power spectrum P(k) at redshift z=0
# for k=1.05468e-05 to 33.386 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.054684960093e-05       5.041671842157e+01 
       1.327769697698e-05       6.291640101083e+01 
       1.671563013442e-05       7.851501938301e+01 
       2.104373155038e-05       9.798080825581e+01 
       2.649248840774e-05       1.222723320562e+02 
       3.335206687817e-05       1.525856766500e+02 
       4.198776452879e-05       1.904130650706e+02 
       5.285946374972e-05       2.376159754883e+02 
       6.654612216834e-05       2.965159369211e+02 
       8.377660425408e-05       3.700072144795e+02 
       1.054684960093e-04       4.616960363056e+02 
       1.327769697698e-04       5.760717098158e+02 
       1.671563013442e-04       7.186314295738e+02 
       2.104373155038e-04       8.964177431553e+02 
       2.649248840774e-04       1.117927000119e+03 
       3.335206687817e-04       1.393675177066e+03 
       4.198776452879e-04       1.736504727987e+03 
       5.285946374972e-04       2.161945716949e+03 
       6.654612216834e-04       2.688537868961e+03 
       8.377660425408e-04       3.338051362166e+03 
       1.054684960093e-03       4.135472329698e+03 
       1.327769697698e-03       5.108458404934e+03 
       1.671563013442e-03       6.285886011478e+03 
       2.104373155038e-03       7.695161745519e+03 
       2.649248840774e-03       9.357696956753e+03 
       3.335206687817e-03       1.128221196895e+04 
       4.198776452879e-03       1.345572525255e+04 
       5.285946374972e-03       1.583136876167e+04 
       6.654612216834e-03       1.831422086453e+04 
       8.377660425408e-03       2.074522841261e+04 
       1.054684960093e-02       2.288734379546e+04 
       1.327769697698e-02       2.441779560440e+04 
       1.671563013438e-02       2.494737307331e+04 
       2.104373132428e-02       2.410526281387e+04 
       2.649232896307e-02       2.174297691671e+04 
       3.333132935319e-02       1.824838675457e+04 
       4.133545393569e-02       1.484357286747e+04 
       4.798041502434e-02       1.293880880899e+04 
       5.281907513931e-02       1.199555894558e+04 
       5.682579122517e-02       1.140226927470e+04 
       6.041105587216e-02       1.095220125675e+04 
       6.375917871796e-02       1.055851114361e+04 
       6.696825727974e-02       1.017725331292e+04 
       7.009734635676e-02       9.785141873387e+03 
       7.318535340287e-02       9.371086644955e+03 
       7.625976431521e-02       8.932438165039e+03 
       7.934112594001e-02       8.472997192844e+03 
       8.244554372545e-02       8.001176247117e+03 
       8.558616489874e-02       7.528563311150e+03 
       8.877410532767e-02       7.068289945556e+03 
       9.201905333623e-02       6.633431608155e+03 
       9.532967678636e-02       6.235471020434e+03 
       9.871390541466e-02       5.883163698548e+03 
       1.021791312674e-01       5.581466561172e+03 
       1.057323536993e-01       5.331167059555e+03 
       1.093802858263e-01       5.128630028250e+03 
       1.131294335364e-01       4.965983211065e+03 
       1.169861545600e-01       4.831633584166e+03 
       1.209567028098e-01       4.711372574487e+03 
       1.250472617097e-01       4.589787146789e+03 
       1.292639692544e-01       4.453074821049e+03 
       1.336129368877e-01       4.291250525119e+03 
       1.381002638554e-01       4.101062038657e+03 
       1.427320484010e-01       3.886960456167e+03 
       1.475143969817e-01       3.660197044477e+03 
       1.524534325598e-01       3.436242270777e+03 
       1.575553029467e-01       3.230830172406e+03 
       1.628261901272e-01       3.055952459470e+03 
       1.682723214622e-01       2.916829843547e+03 
       1.738999836473e-01       2.810908420783e+03 
       1.797155402924e-01       2.728184922902e+03 
       1.857254539791e-01       2.654610301409e+03 
       1.919363136487e-01       2.574698234278e+03 
       1.983548681751e-01       2.477011822217e+03 
       2.049880669943e-01       2.360286399911e+03 
       2.118431086917e-01       2.233664660437e+03 
       2.189274985117e-01       2.111053254423e+03 
       2.262491158497e-01       2.004247303159e+03 
       2.338162929393e-01       1.918795325617e+03 
       2.416379061671e-01       1.852288253234e+03 
       2.497234817543e-01       1.794989499172e+03 
       2.580833179719e-01       1.735210322279e+03 
       2.667286266239e-01       1.666592974590e+03 
       2.756716972949e-01       1.590866009849e+03 
       2.849260888673e-01       1.516236728130e+03 
       2.945068541416e-01       1.451219874656e+03 
       3.044308051619e-01       1.397642989194e+03 
       3.147168291934e-01       1.350693537578e+03 
       3.253862684630e-01       1.303599958929e+03 
       3.364633810493e-01       1.252934988734e+03 
       3.479759061931e-01       1.201569517554e+03 
       3.599557654783e-01       1.154214905044e+03 
       3.724399428807e-01       1.112610592180e+03 
       3.854716032449e-01       1.073786080222e+03 
       3.991015329112e-01       1.034592583776e+03 
       4.133900221281e-01       9.951565469444e+02 
       4.284093633550e-01       9.577662530709e+02 
       4.442472240356e-01       9.229175272255e+02 
       4.610112866731e-01       8.891257707293e+02 
       4.788357682982e-01       8.553470098111e+02 
       4.978908005247e-01       8.224288866397e+02 
       5.183962943226e-01       7.906554849554e+02 
       5.406430773901e-01       7.589573016620e+02 
       5.650262923438e-01       7.273210667166e+02 
       5.921004154150e-01       6.956876159876e+02 
       6.226744431360e-01       6.633634227099e+02 
       6.579863679676e-01       6.299660228937e+02 
       7.000454221775e-01       5.945841306101e+02 
       7.523572056686e-01       5.559810907273e+02 
       8.215832022643e-01       5.119958913183e+02 
       9.214569678216e-01       4.590441231983e+02 
       1.079857051475e+00       3.924396506247e+02 
       1.331079242483e+00       3.141005910151e+02 
       1.673297737611e+00       2.392634951309e+02 
       2.106513564339e+00       1.754636637668e+02 
       2.651943305576e+00       1.238738335453e+02 
       3.338598817954e+00       8.443178234965e+01 
       4.203046891709e+00       5.584096539352e+01 
       5.291322538934e+00       3.603091510696e+01 
       6.661380406264e+00       2.279655653729e+01 
       8.386181071073e+00       1.420480036232e+01 
       1.055757645828e+01       8.748526006954e+00 
       1.329120129029e+01       5.340809966511e+00 
       1.673263105762e+01       3.238994454248e+00 
       2.106513444461e+01       1.954670019603e+00 
       2.651943305518e+01       1.175292255930e+00 
       3.338598817954e+01       7.047544909999e-01 
