# Matter power spectrum P(k) at redshift z=1
# for k=1.05468e-05 to 33.386 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       3.338598817954e+00       1.439891244245e+00 
       4.203046891709e+00       8.061683950933e-01 
       5.291322538934e+00       4.485714148633e-01 
       6.661380406264e+00       2.482481546957e-01 
       8.386181071073e+00       1.366500817860e-01 
       1.055757645828e+01       7.487520745183e-02 
       1.329120129029e+01       4.084676289886e-02 
       1.673263105762e+01       2.219216486113e-02 
       2.106513444461e+01       1.200632307774e-02 
       2.651943305518e+01       6.476045606795e-03 
       3.338598817954e+01       3.479925915319e-03 
