# Matter power spectrum P(k) at redshift z=1
# for k=1.05468e-05 to 33.386 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.054684960093e-05       1.895319969147e+01 
       1.327769697698e-05       2.365221991967e+01 
       1.671563013442e-05       2.951623327846e+01 
       2.104373155038e-05       3.683404414595e+01 
       2.649248840774e-05       4.596602044540e+01 
       3.335206687817e-05       5.736182014586e+01 
       4.198776452879e-05       7.158245708406e+01 
       5.285946374972e-05       8.932779093851e+01 
       6.654612216834e-05       1.114707032864e+02 
       8.377660425408e-05       1.390995204766e+02 
       1.054684960093e-04       1.735704913744e+02 
       1.327769697698e-04       2.165723614339e+02 
       1.671563013442e-04       2.702052089044e+02 
       2.104373155038e-04       3.370754250404e+02 
       2.649248840774e-04       4.204078134845e+02 
       3.335206687817e-04       5.241735683050e+02 
       4.198776452879e-04       6.532287528574e+02 
       5.285946374972e-04       8.134514293808e+02 
       6.654612216834e-04       1.011857842589e+03 
       8.377660425408e-04       1.256671792636e+03 
       1.054684960093e-03       1.557313816301e+03 
       1.327769697698e-03       1.924238522976e+03 
       1.671563013442e-03       2.368441197207e+03 
       2.104373155038e-03       2.900410558244e+03 
       2.649248840774e-03       3.528449330727e+03 
       3.335206687817e-03       4.256185117647e+03 
       4.198776452879e-03       5.079190740031e+03 
       5.285946374972e-03       5.980417224088e+03 
       6.654612216834e-03       6.924815077993e+03 
       8.377660425408e-03       7.853051271726e+03 
       1.054684960093e-02       8.676366896345e+03 
       1.327769697698e-02       9.272858181708e+03 
       1.671563013438e-02       9.494015262078e+03 
       2.104373132428e-02       9.196164855531e+03 
       2.649232896307e-02       8.317287150837e+03 
       3.333132935319e-02       6.998050037926e+03 
       4.133545393569e-02       5.700900254855e+03 
       4.798041502434e-02       4.970189404653e+03 
       5.281907513931e-02       4.606251986922e+03 
       5.682579122517e-02       4.376065619739e+03 
       6.041105587216e-02       4.200431686423e+03 
       6.375917871796e-02       4.045970056285e+03 
       6.696825727974e-02       3.895723552262e+03 
       7.009734635676e-02       3.740736302889e+03 
       7.318535340287e-02       3.576760528659e+03 
       7.625976431521e-02       3.402816253684e+03 
       7.934112594001e-02       3.220414323872e+03 
       8.244554372545e-02       3.032859394141e+03 
       8.558616489874e-02       2.844731796630e+03 
       8.877410532767e-02       2.661142602025e+03 
       9.201905333623e-02       2.487251005343e+03 
       9.532967678636e-02       2.327598720484e+03 
       9.871390541466e-02       2.185673867363e+03 
       1.021791312674e-01       2.063480833342e+03 
       1.057323536993e-01       1.961390878828e+03 
       1.093802858263e-01       1.878017231809e+03 
       1.131294335364e-01       1.810287240236e+03 
       1.169861545600e-01       1.753649347110e+03 
       1.209567028098e-01       1.702490997580e+03 
       1.250472617097e-01       1.650797453752e+03 
       1.292639692544e-01       1.593169028063e+03 
       1.336129368877e-01       1.525745986698e+03 
       1.381002638554e-01       1.447293836048e+03 
       1.427320484010e-01       1.359556030994e+03 
       1.475143969817e-01       1.266923593687e+03 
       1.524534325598e-01       1.175422641382e+03 
       1.575553029467e-01       1.091252933635e+03 
       1.628261901272e-01       1.019176206989e+03 
       1.682723214622e-01       9.613233516179e+02 
       1.738999836473e-01       9.167409145694e+02 
       1.797155402924e-01       8.814803490669e+02 
       1.857254539791e-01       8.499801891721e+02 
       1.919363136487e-01       8.161224636993e+02 
       1.983548681751e-01       7.754096370883e+02 
       2.049880669943e-01       7.273296222406e+02 
       2.118431086917e-01       6.754383771769e+02 
       2.189274985117e-01       6.252197896075e+02 
       2.262491158497e-01       5.813874708980e+02 
       2.338162929393e-01       5.462334736813e+02 
       2.416379061671e-01       5.188588473953e+02 
       2.497234817543e-01       4.953642528365e+02 
       2.580833179719e-01       4.710304274793e+02 
       2.667286266239e-01       4.432620639494e+02 
       2.756716972949e-01       4.127039197965e+02 
       2.849260888673e-01       3.826530350877e+02 
       2.945068541416e-01       3.566252713206e+02 
       3.044308051619e-01       3.354417522782e+02 
       3.147168291934e-01       3.171492416621e+02 
       3.253862684630e-01       2.989176140724e+02 
       3.364633810493e-01       2.792663571634e+02 
       3.479759061931e-01       2.593727984028e+02 
       3.599557654783e-01       2.412557586442e+02 
       3.724399428807e-01       2.257154190932e+02 
       3.854716032449e-01       2.114914333809e+02 
       3.991015329112e-01       1.971865920344e+02 
       4.133900221281e-01       1.828373651062e+02 
       4.284093633550e-01       1.694893794264e+02 
       4.442472240356e-01       1.574097020439e+02 
       4.610112866731e-01       1.459366569144e+02 
       4.788357682982e-01       1.345813000883e+02 
       4.978908005247e-01       1.237787955840e+02 
       5.183962943226e-01       1.137272972367e+02 
       5.406430773901e-01       1.039361028411e+02 
       5.650262923438e-01       9.446716152127e+01 
       5.921004154150e-01       8.540031789966e+01 
       6.226744431360e-01       7.650233886230e+01 
       6.579863679676e-01       6.779314947764e+01 
       7.000454221775e-01       5.911062776167e+01 
       7.523572056686e-01       5.034922846724e+01 
       8.215832022643e-01       4.131426728172e+01 
       9.214569678216e-01       3.183801309689e+01 
       1.079857051475e+00       2.209977484379e+01 
       1.331079242483e+00       1.354631802232e+01 
       1.673297737611e+00       7.854969548067e+00 
       2.106513564339e+00       4.498296229971e+00 
       2.651943305576e+00       2.554525423089e+00 
