# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.5
# for k=1.05468e-05 to 33.386 h/Mpc,
# number of wavenumbers equal to 127
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_tot              
       1.054684960093e-05      -1.011146119269e-03      -7.586470495517e-04      -7.586470781429e-04      -1.011132847397e-03       4.599684812421e-08       8.570255566988e-12      -4.367453917421e-04       5.428561945444e-01       5.426107044047e-01       1.517294156286e-03       2.285979932736e-07       9.999984423936e-01      -3.938324499894e-11       1.615928140174e-10      -2.038124426998e-14      -9.365187395874e-11      -2.906646249303e-15      -9.617704465823e-11      -5.604663207116e-14 
       1.327769697698e-05      -1.602202148844e-03      -1.202373603079e-03      -1.202373674894e-03      -1.602168817300e-03       7.290004222050e-08       1.358293384474e-11      -6.921941779127e-04       5.428556365694e-01       5.426102261134e-01       2.404747349789e-03       3.623030644540e-07       9.999975314285e-01      -6.240859184267e-11       2.560384463890e-10      -3.229450168542e-14      -2.352057682353e-10      -7.300659498280e-15      -2.415467361941e-10      -1.407604360072e-13 
       1.671563013442e-05      -2.538424198595e-03      -1.905631408176e-03      -1.905631588556e-03      -2.538340496817e-03       1.155386386669e-07       2.152748965593e-11      -1.097052302028e-03       5.428547621176e-01       5.426094779258e-01       3.811263177112e-03       5.742107969642e-07       9.999960877410e-01      -9.888675807513e-11       4.056205556094e-10      -5.116426744387e-14      -5.906624432121e-10      -1.833657757284e-14      -6.065824470670e-10      -3.534853259953e-13 
       2.104373155038e-05      -4.020883899758e-03      -3.020216428408e-03      -3.020216881451e-03      -4.020673745479e-03       1.831160953149e-07       3.411861031875e-11      -1.738706881507e-03       5.428533660719e-01       5.426082818379e-01       6.040433762903e-03       9.100606349655e-07       9.999937999151e-01      -1.566560817740e-10       6.424308864706e-10      -8.104202523180e-14      -1.483089552488e-09      -4.605104473498e-14      -1.523047251069e-09      -8.875612022900e-13 
       2.649248840774e-05      -6.367029864199e-03      -4.786705510884e-03      -4.786706648704e-03      -6.366502366846e-03       2.902187817381e-07       5.407432144844e-11      -2.755654854523e-03       5.428511490083e-01       5.426063815416e-01       9.573413297407e-03       1.442343523470e-06       9.999901739892e-01      -2.481391956860e-10       1.017093823763e-09      -1.283227708911e-13      -3.723013575347e-09      -1.156449963181e-13      -3.823256908520e-09      -2.228044687964e-12 
       3.335206687817e-05      -1.007690643786e-02      -7.586379541952e-03      -7.586382399269e-03      -1.007558297876e-02       4.599631854502e-07       8.570150751747e-11      -4.367393953685e-03       5.428476114928e-01       5.426033453685e-01       1.517276479854e-02       2.285947038186e-06       9.999844280952e-01      -3.928761335091e-10       1.609249261501e-09      -2.030763420275e-13      -9.342487116586e-09      -2.903621459075e-13      -9.593783148863e-09      -5.590994015631e-12 
       4.198776452879e-05      -1.593532287648e-02      -1.202350709886e-02      -1.202351427321e-02      -1.593200445540e-02       7.289862569557e-07       1.358262037839e-10      -6.921790912706e-03       5.428419941120e-01       5.425985209478e-01       2.404702854642e-02       3.622948387220e-06       9.999753260509e-01      -6.216814108347e-10       2.543629073267e-09      -3.210981975412e-13      -2.343028163121e-08      -7.288732563371e-13      -2.405953601790e-08      -1.402167659102e-11 
       5.285946374972e-05      -2.516685957303e-02      -1.905573800269e-02      -1.905575601209e-02      -2.515854757088e-02       1.155350581671e-06       2.152667544702e-10      -1.097014356629e-02       5.428331140061e-01       5.425908935692e-01       3.811151202417e-02       5.741901934383e-06       9.999609107680e-01      -9.828275267218e-10       4.014202395200e-09      -5.070123698336e-13      -5.870727238103e-08      -1.828925319529e-12      -6.028008014314e-08      -3.513240997937e-11 
       6.654612216834e-05      -3.966436969090e-02      -3.020071577331e-02      -3.020076096368e-02      -3.964358404293e-02       1.831069553314e-06       3.411667925591e-10      -1.738611521157e-02       5.428190635140e-01       5.425788184409e-01       6.040152192735e-02       9.100089698437e-06       9.999380896577e-01      -1.551486045411e-09       6.319136451257e-09      -7.988240174206e-13      -1.468830178804e-07      -4.586342489993e-12      -1.508027841327e-07      -8.789768253414e-11 
       8.377660425408e-05      -6.230889179531e-02      -4.786341901969e-02      -4.786353234441e-02      -6.225704995916e-02       2.901955454707e-06       5.406926624585e-10      -2.755415611416e-02       5.427968442339e-01       5.425597047940e-01       9.572706468881e-02       1.442213967737e-05       9.999019842711e-01      -2.443465048886e-09       9.908086972600e-09      -1.254236570599e-12      -3.666448817532e-07      -1.148980834560e-11      -3.763685082396e-07      -2.193993256937e-10 
