# Matter power spectrum P(k) at redshift z=0
# for k=1.02704e-05 to 32.5129 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.027040460111e-05       5.654609725378e+01 
       1.292967334174e-05       7.056545883012e+01 
       1.627749433612e-05       8.806048775282e+01 
       2.049215126008e-05       1.098928208363e+02 
       2.579808996364e-05       1.371376623860e+02 
       3.247787103098e-05       1.711364927703e+02 
       4.088721716187e-05       2.135629579712e+02 
       5.147395670263e-05       2.665049534273e+02 
       6.480187213853e-05       3.325663261608e+02 
       8.158072356703e-05       4.149936238367e+02 
       1.027040460111e-04       5.178320559611e+02 
       1.292967334174e-04       6.461179318437e+02 
       1.627749433612e-04       8.060108052329e+02 
       2.049215126008e-04       1.005425820568e+03 
       2.579808996364e-04       1.253894880444e+03 
       3.247787103098e-04       1.563228175206e+03 
       4.088721716187e-04       1.947859707397e+03 
       5.147395670263e-04       2.425265065908e+03 
       6.480187213853e-04       3.016342962123e+03 
       8.158072356703e-04       3.745693810597e+03 
       1.027040460111e-03       4.641646903620e+03 
       1.292967334174e-03       5.735706906054e+03 
       1.627749433612e-03       7.061012344470e+03 
       2.049215126008e-03       8.649446684019e+03 
       2.579808996364e-03       1.052669442571e+04 
       3.247787103098e-03       1.270482312096e+04 
       4.088721716187e-03       1.517225284523e+04 
       5.147395670263e-03       1.788020913626e+04 
       6.480187213853e-03       2.072646219842e+04 
       8.158072356703e-03       2.353742049786e+04 
       1.027040460111e-02       2.605137291337e+04 
       1.292967334174e-02       2.790868796338e+04 
       1.627749433611e-02       2.866865128301e+04 
       2.049215116646e-02       2.789504412038e+04 
       2.579800785016e-02       2.537236996845e+04 
       3.246511512478e-02       2.145662025344e+04 
       4.041668831353e-02       1.743148866985e+04 
       4.733358203115e-02       1.504281954161e+04 
       5.231649737221e-02       1.388775095679e+04 
       5.639114613827e-02       1.318181155329e+04 
       6.001307078055e-02       1.265796677351e+04 
       6.338244270276e-02       1.220694558736e+04 
       6.660400000160e-02       1.177434322086e+04 
       6.974003110464e-02       1.133102175807e+04 
       7.283119977724e-02       1.086264784119e+04 
       7.590602507610e-02       1.036506225501e+04 
       7.898569899698e-02       9.841866133902e+03 
       8.208674858095e-02       9.302186466078e+03 
       8.522260633924e-02       8.759251949618e+03 
       8.840458640874e-02       8.228242101589e+03 
       9.164251770047e-02       7.724575386865e+03 
       9.494516921436e-02       7.262058200869e+03 
       9.832054414073e-02       6.851403246305e+03 
       1.017760881375e-01       6.499020284051e+03 
       1.053188397078e-01       6.206646501776e+03 
       1.089555404368e-01       5.970618882557e+03 
       1.126927167241e-01       5.782442300851e+03 
       1.165367408481e-01       5.629158745925e+03 
       1.204938767884e-01       5.494312583119e+03 
       1.245703146676e-01       5.359983076905e+03 
       1.287721966453e-01       5.209252786593e+03 
       1.331056364168e-01       5.029625118185e+03 
       1.375767340127e-01       4.816150927274e+03 
       1.421915872951e-01       4.572755777503e+03 
       1.469563013454e-01       4.312033349866e+03 
       1.518769968115e-01       4.052001876684e+03 
       1.569598181978e-01       3.811467133401e+03 
       1.622109430303e-01       3.605433754083e+03 
       1.676365927985e-01       3.441211024990e+03 
       1.732430465524e-01       3.316893439678e+03 
       1.790366580218e-01       3.221624998001e+03 
       1.850238771154e-01       3.138989112785e+03 
       1.912112766516e-01       3.050707967297e+03 
       1.976055851763e-01       2.941911055694e+03 
       2.042137267350e-01       2.809562063281e+03 
       2.110428684973e-01       2.663274642826e+03 
       2.181004771879e-01       2.519589901017e+03 
       2.253943853717e-01       2.393188392494e+03 
       2.329328687856e-01       2.291677767194e+03 
       2.407247361172e-01       2.213376237145e+03 
       2.487794329341e-01       2.147454522775e+03 
       2.571071618684e-01       2.079805361340e+03 
       2.657190217222e-01       2.001714351235e+03 
       2.746271688880e-01       1.914181946142e+03 
       2.838450054603e-01       1.826464018739e+03 
       2.933873996976e-01       1.749173154884e+03 
       3.032709462092e-01       1.685595533551e+03 
       3.135142755060e-01       1.630642395466e+03 
       3.241384256123e-01       1.576221118367e+03 
       3.351672925634e-01       1.517476563093e+03 
