# Matter power spectrum P(k) at redshift z=0
# for k=1.08122e-05 to 34.227 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.081215615135e-05       4.532494424705e+01 
       1.361169813522e-05       5.656223868417e+01 
       1.713611268010e-05       7.058548463822e+01 
       2.157308771235e-05       8.808533150155e+01 
       2.715890833194e-05       1.099235330209e+02 
       3.419103985567e-05       1.371753672762e+02 
       4.304396892997e-05       1.711823104196e+02 
       5.418914631042e-05       2.136177962971e+02 
       6.822009333362e-05       2.665687803519e+02 
       8.588400909266e-05       3.326370168240e+02 
       1.081215615135e-04       4.150640914503e+02 
       1.361169813522e-04       5.178850905000e+02 
       1.713611268010e-04       6.460462821524e+02 
       2.157308771235e-04       8.058672543428e+02 
       2.715890833194e-04       1.004984409357e+03 
       3.419103985567e-04       1.252840437261e+03 
       4.304396892997e-04       1.560958811179e+03 
       5.418914631042e-04       1.943259145258e+03 
       6.822009333362e-04       2.416330633384e+03 
       8.588400909266e-04       2.999605865523e+03 
       1.081215615135e-03       3.715312862077e+03 
       1.361169813522e-03       4.587941165123e+03 
       1.713611268010e-03       5.642871079263e+03 
       2.157308771235e-03       6.903864059315e+03 
       2.715890833194e-03       8.388896263400e+03 
       3.419103985567e-03       1.010407615476e+04 
       4.304396892997e-03       1.203548018971e+04 
       5.418914631042e-03       1.413814171137e+04 
       6.822009333362e-03       1.632349137344e+04 
       8.588400909266e-03       1.844519519163e+04 
       1.081215615135e-02       2.028703877265e+04 
       1.361169813522e-02       2.155769684057e+04 
       1.713611267999e-02       2.191114340051e+04 
       2.157308720919e-02       2.103109276533e+04 
       2.715861769366e-02       1.882266240750e+04 
       3.415890958162e-02       1.569409422757e+04 
       4.217421013703e-02       1.280262887741e+04 
       4.856636155922e-02       1.126246240189e+04 
       5.328145313221e-02       1.047991992657e+04 
       5.722896706268e-02       9.975152080099e+03 
       6.078192349887e-02       9.584866183707e+03 
       6.411123996747e-02       9.238567720639e+03 
       6.730929854397e-02       8.900369453597e+03 
       7.043233154506e-02       8.551347709664e+03 
       7.351769777150e-02       8.182762315469e+03 
       7.659196523334e-02       7.793084642449e+03 
       7.967510433389e-02       7.386053975794e+03 
       8.278284217934e-02       6.969561070424e+03 
       8.592806912073e-02       6.553881104533e+03 
       8.912172204511e-02       6.150472015180e+03 
       9.237336212806e-02       5.770624298099e+03 
       9.569156564264e-02       5.424124029966e+03 
       9.908419575557e-02       5.118197031804e+03 
       1.025585959126e-01       4.856729675854e+03 
       1.061217299874e-01       4.639962370400e+03 
       1.097802853133e-01       4.464251141308e+03 
       1.135407492290e-01       4.322311323465e+03 
       1.174094663379e-01       4.203732051412e+03 
       1.213926815009e-01       4.095905868985e+03 
       1.254965721537e-01       3.985649620175e+03 
       1.297272726072e-01       3.861160896577e+03 
       1.340908923634e-01       3.714585080432e+03 
       1.385935300657e-01       3.543801933288e+03 
       1.432412844264e-01       3.353430318050e+03 
       1.480402632937e-01       3.153721873248e+03 
       1.529965919028e-01       2.958198407686e+03 
       1.581164212817e-01       2.780197981643e+03 
       1.634059377361e-01       2.629508571904e+03 
       1.688713743070e-01       2.509877279011e+03 
       1.745190250792e-01       2.418338318513e+03 
       1.803552632037e-01       2.345670845907e+03 
       1.863865634899e-01       2.279603171568e+03 
       1.926195304197e-01       2.206843994540e+03 
       1.990609324411e-01       2.118462178659e+03 
       2.057177434125e-01       2.014411826874e+03 
       2.125971921063e-01       1.903274851529e+03 
       2.197068207431e-01       1.797029925174e+03 
       2.270545536319e-01       1.705287537159e+03 
       2.346487771472e-01       1.632102745282e+03 
       2.424984325055e-01       1.574642484332e+03 
       2.506131231200e-01       1.524080843266e+03 
       2.590032387532e-01       1.470631764427e+03 
       2.676800992754e-01       1.409583708075e+03 
       2.766561216200e-01       1.343132290191e+03 
       2.859450145684e-01       1.278630524141e+03 
       2.955620073647e-01       1.222965293643e+03 
       3.055241199846e-01       1.176967165095e+03 
       3.158504853047e-01       1.136131002120e+03 
       3.265627366807e-01       1.094719917610e+03 
       3.376854788734e-01       1.050352177391e+03 
       3.492468663482e-01       1.005919543794e+03 
       3.612793214604e-01       9.653291879783e+02 
       3.738204370354e-01       9.296538378488e+02 
       3.869141250887e-01       8.960526322770e+02 
       4.006120986290e-01       8.620589292315e+02 
       4.149758110126e-01       8.280828916306e+02 
       4.300790343704e-01       7.960850668220e+02 
       4.460113473286e-01       7.662608916644e+02 
       4.628829436091e-01       7.372236742210e+02 
       4.808314046881e-01       7.082640799920e+02 
       5.000314709345e-01       6.802057013304e+02 
       5.207095298065e-01       6.531103855046e+02 
       5.431657836000e-01       6.260744111145e+02 
       5.678094230181e-01       5.991920835458e+02 
       5.952168560829e-01       5.723345024486e+02 
       6.262330338471e-01       5.449254197043e+02 
       6.621584509943e-01       5.166499722367e+02 
       7.051188791472e-01       4.867269153801e+02 
       7.588555501211e-01       4.540926292119e+02 
       8.305464881017e-01       4.169104340789e+02 
       9.350817326927e-01       3.721740446688e+02 
       1.102129198408e+00       3.163378020406e+02 
       1.363962091698e+00       2.524690597985e+02 
       1.715432713114e+00       1.929524196718e+02 
       2.159576191143e+00       1.423874572877e+02 
       2.718745272545e+00       1.012833707662e+02 
       3.422697511774e+00       6.955866719093e+01 
       4.308920874457e+00       4.632009222759e+01 
       5.424609986264e+00       3.006024994431e+01 
       6.829179360781e+00       1.910577019440e+01 
       8.597427438987e+00       1.194543906042e+01 
       1.082351987900e+01       7.374338809359e+00 
       1.362600422073e+01       4.508559755335e+00 
       1.715412297469e+01       2.736385283334e+00 
       2.159576132988e+01       1.651718521617e+00 
       2.718745272523e+01       9.929292619184e-01 
       3.422697511774e+01       5.950848956618e-01 
