# Matter power spectrum P(k) at redshift z=0
# for k=1.08122e-05 to 34.227 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.081215615135e-05       4.532494424705e+01 
       1.361169813522e-05       5.656223868417e+01 
       1.713611268010e-05       7.058548463822e+01 
       2.157308771235e-05       8.808533150155e+01 
       2.715890833194e-05       1.099235330209e+02 
       3.419103985567e-05       1.371753672762e+02 
       4.304396892997e-05       1.711823104196e+02 
       5.418914631042e-05       2.136177962971e+02 
       6.822009333362e-05       2.665687803519e+02 
       8.588400909266e-05       3.326370168240e+02 
       1.081215615135e-04       4.150640914503e+02 
       1.361169813522e-04       5.178850905000e+02 
       1.713611268010e-04       6.461155831255e+02 
       2.157308771235e-04       8.059760126341e+02 
       2.715890833194e-04       1.005155047573e+03 
       3.419103985567e-04       1.253108061870e+03 
       4.304396892997e-04       1.561378309493e+03 
       5.418914631042e-04       1.943916156376e+03 
       6.822009333362e-04       2.417358401636e+03 
       8.588400909266e-04       3.001210926563e+03 
       1.081215615135e-03       3.717813782619e+03 
       1.361169813522e-03       4.591826095576e+03 
       1.713611268010e-03       5.648881465802e+03 
       2.157308771235e-03       6.913113069000e+03 
       2.715890833194e-03       8.403029902174e+03 
       3.419103985567e-03       1.012548088708e+04 
       4.304396892997e-03       1.206752940527e+04 
       5.418914631042e-03       1.418544600226e+04 
       6.822009333362e-03       1.639206997024e+04 
       8.588400909266e-03       1.854239652825e+04 
       1.081215615135e-02       2.042090596594e+04 
       1.361169813522e-02       2.173529138969e+04 
       1.713611267999e-02       2.213526679001e+04 
       2.157308720919e-02       2.129539003906e+04 
       2.715861769366e-02       1.910725994390e+04 
       3.415890958162e-02       1.596812630321e+04 
       4.217421013703e-02       1.304308167573e+04 
       4.856636155922e-02       1.147611074690e+04 
       5.328145313221e-02       1.067688184608e+04 
       5.722896706268e-02       1.015956211441e+04 
       6.078192349887e-02       9.757992434809e+03 
       6.411123996747e-02       9.400139648545e+03 
       6.730929854397e-02       9.049195752984e+03 
       7.043233154506e-02       8.685699494839e+03 
       7.351769777150e-02       8.300658812112e+03 
       7.659196523334e-02       7.892534785655e+03 
       7.967510433389e-02       7.465256817923e+03 
       8.278284217934e-02       7.027085581089e+03 
       8.592806912073e-02       6.588791331885e+03 
       8.912172204511e-02       6.162418704701e+03 
       9.237336212806e-02       5.759889907455e+03 
       9.569156564264e-02       5.391608974293e+03 
       9.908419575557e-02       5.065343716866e+03 
       1.025585959126e-01       4.785381255638e+03 
       1.061217299874e-01       4.552169761813e+03 
       1.097802853133e-01       4.362030135350e+03 
       1.135407492290e-01       4.207386088391e+03 
       1.174094663379e-01       4.077300312947e+03 
       1.213926815009e-01       3.958471893111e+03 
       1.254965721537e-01       3.836977746318e+03 
       1.297272726072e-01       3.700361195271e+03 
       1.340908923634e-01       3.540340095317e+03 
       1.385935300657e-01       3.354667871097e+03 
       1.432412844264e-01       3.148180387592e+03 
       1.480402632937e-01       2.931658489165e+03 
       1.529965919028e-01       2.719405345689e+03 
       1.581164212817e-01       2.525655034105e+03 
       1.634059377361e-01       2.360994179561e+03 
       1.688713743070e-01       2.229620486355e+03 
       1.745190250792e-01       2.128509703109e+03 
       1.803552632037e-01       2.047842307857e+03 
       1.863865634899e-01       1.974461864408e+03 
       1.926195304197e-01       1.894101402091e+03 
       1.990609324411e-01       1.797154960009e+03 
       2.057177434125e-01       1.683492963852e+03 
       2.125971921063e-01       1.562231005456e+03 
       2.197068207431e-01       1.446250900654e+03 
       2.270545536319e-01       1.346061854304e+03 
       2.346487771472e-01       1.266259363793e+03 
       2.424984325055e-01       1.203899817446e+03 
       2.506131231200e-01       1.149367532676e+03 
       2.590032387532e-01       1.091892155759e+03 
       2.676800992754e-01       1.026204800239e+03 
       2.766561216200e-01       9.546084341898e+02 
       2.859450145684e-01       8.852010118432e+02 
       2.955620073647e-01       8.257563496917e+02 
       3.055241199846e-01       7.773607922059e+02 
       3.158504853047e-01       7.350129527145e+02 
       3.265627366807e-01       6.921806397998e+02 
       3.376854788734e-01       6.460553240017e+02 
       3.492468663482e-01       5.998967176432e+02 
       3.612793214604e-01       5.582764190447e+02 
       3.738204370354e-01       5.225645002083e+02 
       3.869141250887e-01       4.894670335279e+02 
       4.006120986290e-01       4.560195657551e+02 
       4.149758110126e-01       4.226817024540e+02 
       4.300790343704e-01       3.918862875011e+02 
       4.460113473286e-01       3.639660379051e+02 
       4.628829436091e-01       3.372382359687e+02 
       4.808314046881e-01       3.108179227446e+02 
       5.000314709345e-01       2.858397462075e+02 
       5.207095298065e-01       2.625081314561e+02 
       5.431657836000e-01       2.397151548840e+02 
       5.678094230181e-01       2.177464423409e+02 
       5.952168560829e-01       1.966625960933e+02 
       6.262330338471e-01       1.759532034664e+02 
       6.621584509943e-01       1.556656945587e+02 
       7.051188791472e-01       1.354180348905e+02 
       7.588555501211e-01       1.149367741850e+02 
       8.305464881017e-01       9.377439154965e+01 
       9.350817326927e-01       7.156415518277e+01 
       1.102129198408e+00       4.892906611480e+01 
       1.363962091698e+00       2.961937424821e+01 
       1.715432713114e+00       1.708267483141e+01 
       2.159576191143e+00       9.732114009282e+00 
       2.718745272545e+00       5.495994889951e+00 
       3.422697511774e+00       3.080956140010e+00 
       4.308920874457e+00       1.717144020317e+00 
       5.424609986264e+00       9.522644803657e-01 
       6.829179360781e+00       5.256079963522e-01 
       8.597427438987e+00       2.888672951027e-01 
       1.082351987900e+01       1.580370290712e-01 
       1.362600422073e+01       8.611133340887e-02 
       1.715412297469e+01       4.677034691912e-02 
       2.159576132988e+01       2.527356938282e-02 
       2.718745272523e+01       1.362765616068e-02 
       3.422697511774e+01       7.310092300179e-03 
