# Matter power spectrum P(k) at redshift z=1
# for k=1.08122e-05 to 34.227 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.081215615135e-05       1.763487718122e+01 
       1.361169813522e-05       2.200704896399e+01 
       1.713611268010e-05       2.746317457540e+01 
       2.157308771235e-05       3.427197416533e+01 
       2.715890833194e-05       4.276874545535e+01 
       3.419103985567e-05       5.337186527004e+01 
       4.304396892997e-05       6.660331299387e+01 
       5.418914631042e-05       8.311424417200e+01 
       6.822009333362e-05       1.037167808241e+02 
       8.588400909266e-05       1.294234585254e+02 
       1.081215615135e-04       1.614960143720e+02 
       1.361169813522e-04       2.015053824824e+02 
       1.713611268010e-04       2.513939042489e+02 
       2.157308771235e-04       3.136010596162e+02 
       2.715890833194e-04       3.911164634518e+02 
       3.419103985567e-04       4.876280678196e+02 
       4.304396892997e-04       6.076414959157e+02 
       5.418914631042e-04       7.566032916527e+02 
       6.822009333362e-04       9.410018925724e+02 
       8.588400909266e-04       1.168421201418e+03 
       1.081215615135e-03       1.447514661209e+03 
       1.361169813522e-03       1.787831656947e+03 
       1.713611268010e-03       2.199327044365e+03 
       2.157308771235e-03       2.691345835425e+03 
       2.715890833194e-03       3.271014625317e+03 
       3.419103985567e-03       3.940890061896e+03 
       4.304396892997e-03       4.695782788221e+03 
       5.418914631042e-03       5.518483016420e+03 
       6.822009333362e-03       6.374851933203e+03 
       8.588400909266e-03       7.208084280321e+03 
       1.081215615135e-02       7.934218133945e+03 
       1.361169813522e-02       8.439463984724e+03 
       1.713611267999e-02       8.588033332171e+03 
       2.157308720919e-02       8.254636840802e+03 
       2.715861769366e-02       7.399623992539e+03 
       3.415890958162e-02       6.180107304271e+03 
       4.217421013703e-02       5.048377569547e+03 
       4.856636155922e-02       4.443488582977e+03 
       5.328145313221e-02       4.134960138800e+03 
       5.722896706268e-02       3.935058130666e+03 
       6.078192349887e-02       3.779774023045e+03 
       6.411123996747e-02       3.641448846447e+03 
