# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.5
# for k=1.03337e-05 to 32.7125 h/Mpc,
# number of wavenumbers equal to 127
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_tot              
       1.033368352207e-05      -1.015342811032e-03      -7.617917975143e-04      -7.617918249538e-04      -1.015329809012e-03       4.020229945755e-08       7.634602224764e-12      -4.934697860099e-04       5.489357502325e-01       5.486788431046e-01       1.523583649908e-03       2.296918790505e-07       9.999984852785e-01      -4.001029225767e-11       1.529975515610e-10      -1.679526494129e-14      -9.136587645358e-11      -2.776384169669e-15      -9.378963987863e-11      -5.465984138538e-14 
       1.300933678337e-05      -1.608856934905e-03      -1.207357733883e-03      -1.207357802805e-03      -1.608824281273e-03       6.371623653752e-08       1.210002772253e-11      -7.820962336525e-04       5.489352065079e-01       5.486783815503e-01       2.414715605610e-03       3.640367598272e-07       9.999975993952e-01      -6.340180549801e-11       2.424204698103e-10      -2.661272589389e-14      -2.294648946781e-10      -6.973439562274e-15      -2.355511680737e-10      -1.372777386984e-13 
       1.637778466717e-05      -2.548979982306e-03      -1.913530771780e-03      -1.913530944892e-03      -2.548897983280e-03       1.009833915538e-07       1.917722900489e-11      -1.239537298080e-03       5.489343319631e-01       5.486776372447e-01       3.827061889784e-03       5.769585558121e-07       9.999961954638e-01      -1.004574395028e-10       3.840490304881e-10      -4.216332259018e-14      -5.762470314594e-10      -1.751461720272e-14      -5.915275072666e-10      -3.447401814047e-13 
       2.061840930640e-05      -4.037635437144e-03      -3.032736208701e-03      -3.032736643493e-03      -4.037429557235e-03       1.600476445209e-07       3.039375515553e-11      -1.964529989090e-03       5.489329660211e-01       5.486764776173e-01       6.065473286986e-03       9.144155710105e-07       9.999939706284e-01      -1.591563409396e-10       6.082711611404e-10      -6.678668801157e-14      -1.446899250197e-09      -4.398733180132e-14      -1.485252073737e-09      -8.656064058581e-13 
       2.595703942660e-05      -6.393634024162e-03      -4.806548508377e-03      -4.806549600365e-03      -6.393117251250e-03       2.536576643007e-07       4.817077093077e-11      -3.113559447081e-03       5.489307658314e-01       5.486746042028e-01       9.613099200731e-03       1.449245811252e-06       9.999904446706e-01      -2.520877798548e-10       9.630268243621e-10      -1.057551923669e-13      -3.632186086433e-09      -1.104628502459e-13      -3.728403588536e-09      -2.172944353730e-12 
       3.267797654909e-05      -1.011920851267e-02      -7.617829799234e-03      -7.617832541497e-03      -1.011791194903e-02       4.020184371893e-07       7.634478375776e-11      -4.934632227993e-03       5.489273195934e-01       5.486716752130e-01       1.523566508299e-02       2.296886549834e-06       9.999848569667e-01      -3.991206642487e-10       1.523740586377e-09      -1.673733831556e-13      -9.114648255657e-09      -2.773544411365e-13      -9.355854697391e-09      -5.452776868493e-12 
       4.113913508366e-05      -1.600271055057e-02      -1.207335511965e-02      -1.207336200513e-02      -1.599945956638e-02       6.371513800264e-07       1.209970545105e-10      -7.820797029483e-03       5.489218155027e-01       5.486669891918e-01       2.414672401026e-02       3.640286908485e-06       9.999760056109e-01      -6.315953579780e-10       2.408562737619e-09      -2.646738744767e-13      -2.285921659808e-08      -6.962244341056e-13      -2.346320688454e-08      -1.367524214061e-11 
       5.179110257605e-05      -2.527452019531e-02      -1.913474854239e-02      -1.913476582684e-02      -2.526637708547e-02       1.009804407227e-06       1.917646036667e-10      -1.239495721724e-02       5.489130879035e-01       5.486595540089e-01       3.826953165367e-02       5.769383394403e-06       9.999619874209e-01      -9.985068666073e-10       3.801277838985e-09      -4.179891581688e-13      -5.727775101372e-08      -1.746996408869e-12      -5.878741152012e-08      -3.426518807968e-11 
       6.520113513783e-05      -3.983713688808e-02      -3.032595369864e-02      -3.032599707049e-02      -3.981677357561e-02       1.600399491769e-06       3.039194459417e-10      -1.964425350363e-02       5.488992389942e-01       5.486477431546e-01       6.065199414098e-02       9.143650089969e-06       9.999397950925e-01      -1.576311487223e-09       5.984524719060e-09      -6.587398742111e-13      -1.433117599402e-07      -4.380935265586e-12      -1.470741523351e-07      -8.573115068592e-11 
       8.208336590284e-05      -6.258801346263e-02      -4.806194545255e-02      -4.806205422063e-02      -6.253722407829e-02       2.536380042893e-06       4.816609580865e-10      -3.113296651544e-02       5.488773638510e-01       5.486290724406e-01       9.612410844126e-02       1.449119051162e-05       9.999046849568e-01      -2.482706112924e-09       9.384864762322e-09      -1.034731190074e-12      -3.577514427158e-07      -1.097543294615e-11      -3.670848226648e-07      -2.140040076973e-10 
