# Matter power spectrum P(k) at redshift z=0
# for k=1.03337e-05 to 32.7125 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.033368352207e-05       5.506766202389e+01 
       1.300933678337e-05       6.872044200706e+01 
       1.637778466717e-05       8.575806246247e+01 
       2.061840930640e-05       1.070195598188e+02 
       2.595703942660e-05       1.335520475721e+02 
       3.267797654909e-05       1.666619028562e+02 
       4.113913508366e-05       2.079789967785e+02 
       5.179110257605e-05       2.595366489125e+02 
       6.520113513783e-05       3.238706546333e+02 
       8.208336590284e-05       4.041424916240e+02 
       1.033368352207e-04       5.042915127938e+02 
       1.300933678337e-04       6.292220651783e+02 
       1.637778466717e-04       7.850315551215e+02 
       2.061840930640e-04       9.792849286296e+02 
       2.595703942660e-04       1.221337844956e+03 
       3.267797654909e-04       1.522705977787e+03 
       4.113913508366e-04       1.897467087101e+03 
       5.179110257605e-04       2.362670257573e+03 
       6.520113513783e-04       2.938711563833e+03 
       8.208336590284e-04       3.649611105179e+03 
       1.033368352207e-03       4.523048386563e+03 
       1.300933678337e-03       5.589838266543e+03 
       1.637778466717e-03       6.882447161185e+03 
       2.061840930640e-03       8.432202832379e+03 
       2.595703942660e-03       1.026451304776e+04 
       3.267797654909e-03       1.239169346298e+04 
       4.113913508366e-03       1.480324330506e+04 
       5.179110257605e-03       1.745262136395e+04 
       6.520113513783e-03       2.024145816761e+04 
       8.208336590284e-03       2.300160242619e+04 
       1.033368352207e-02       2.547845610475e+04 
       1.300933678337e-02       2.731981549570e+04 
       1.637778466716e-02       2.809134492922e+04 
       2.061840919132e-02       2.735937237351e+04 
       2.595694349972e-02       2.490579393839e+04 
       3.266367986133e-02       2.107855691346e+04 
       4.063080522947e-02       1.715319485630e+04 
       4.748517185810e-02       1.483787565343e+04 
       5.243353926368e-02       1.370387670610e+04 
       5.649202604874e-02       1.300047259927e+04 
       6.010526863424e-02       1.247162888130e+04 
       6.346961738305e-02       1.201141234074e+04 
       6.668822278042e-02       1.156705749399e+04 
       6.982260447445e-02       1.111039395023e+04 
       7.291301036319e-02       1.062778159175e+04 
       7.598771560051e-02       1.011561793135e+04 
       7.906776022448e-02       9.577763637477e+03 
       8.216957214761e-02       9.023626310468e+03 
       8.530651689248e-02       8.466514647676e+03 
       8.848986208704e-02       7.921450957579e+03 
       9.172940368900e-02       7.403813408986e+03 
       9.503388700418e-02       6.927172607716e+03 
       9.841129801999e-02       6.502302242729e+03 
       1.018690698400e-01       6.135452974371e+03 
       1.054142317991e-01       5.828171810335e+03 
       1.090535188134e-01       5.576898601834e+03 
       1.127934524749e-01       5.372864567442e+03 
       1.166404016494e-01       5.203002412180e+03 
       1.206006279517e-01       5.050888362313e+03 
       1.246803199275e-01       4.898758880939e+03 
       1.288856187521e-01       4.730361693659e+03 
       1.332226375836e-01       4.533697399585e+03 
       1.376974762583e-01       4.304400132399e+03 
       1.423162327153e-01       4.046780455124e+03 
       1.470850123443e-01       3.773279535311e+03 
       1.520099363180e-01       3.501451702134e+03 
       1.570971498937e-01       3.249867963296e+03 
       1.623528316142e-01       3.032996899297e+03 
       1.677832043092e-01       2.858060648221e+03 
       1.733945487740e-01       2.723035928800e+03 
       1.791932209949e-01       2.616924917480e+03 
       1.851856737759e-01       2.523401622516e+03 
       1.913784836200e-01       2.424510405716e+03 
       1.977783837209e-01       2.306114375524e+03 
       2.043923039318e-01       2.165502226234e+03 
       2.112274186113e-01       2.012302676117e+03 
       2.182912033019e-01       1.862655125508e+03 
       2.255915012929e-01       1.730876694489e+03 
       2.331366012630e-01       1.624541458874e+03 
       2.409353274127e-01       1.541865310899e+03 
       2.489971437946e-01       1.471901918910e+03 
       2.573322749649e-01       1.400590534469e+03 
       2.659518456333e-01       1.319385504785e+03 
       2.748680427313e-01       1.229384797246e+03 
       2.840943043039e-01       1.139836796133e+03 
       2.936455409231e-01       1.061526314077e+03 
       3.035383970498e-01       9.977236630631e+02 
       3.137915620546e-01       9.431854843911e+02 
       3.244261436862e-01       8.895084588170e+02 
       3.354661209434e-01       8.316882871401e+02 
       3.469388990165e-01       7.726341065682e+02 
       3.588759969111e-01       7.183771403223e+02 
       3.713139095537e-01       6.717934173406e+02 
       3.842952022167e-01       6.295803387424e+02 
       3.978699184466e-01       5.873354947429e+02 
       4.120974173288e-01       5.447723155562e+02 
       4.270488083781e-01       5.049231301449e+02 
       4.428102335201e-01       4.688996328010e+02 
       4.594873743567e-01       4.348975670158e+02 
       4.772117726053e-01       4.012375268860e+02 
       4.961499036217e-01       3.690513322753e+02 
       5.165165541329e-01       3.391754063537e+02 
       5.385951576882e-01       3.101628371578e+02 
       5.627698171338e-01       2.820263917685e+02 
       5.895778483540e-01       2.551234481078e+02 
       6.198002618022e-01       2.287484642468e+02 
       6.546267033571e-01       2.029401984531e+02 
       6.959769273854e-01       1.772519904586e+02 
       7.471771155173e-01       1.513681327872e+02 
       8.144981957623e-01       1.247307657059e+02 
       9.107947306635e-01       9.681092117757e+01 
       1.062464526139e+00       6.796100140530e+01 
       1.304911853485e+00       4.205919808886e+01 
       1.639560076218e+00       2.445372906347e+01 
       2.064017775393e+00       1.402595852819e+01 
       2.598444159643e+00       7.979003522121e+00 
       3.271247383546e+00       4.505030351099e+00 
       4.118256459412e+00       2.525956577999e+00 
       5.184577709039e+00       1.407291302036e+00 
       6.526996627331e+00       7.794621585039e-01 
       8.217001916841e+00       4.294377064919e-01 
       1.034459252187e+01       2.354433676949e-01 
       1.302307040044e+01       1.284927993183e-01 
       1.639507426670e+01       6.984515629345e-02 
       2.064017562260e+01       3.781210028670e-02 
       2.598444159519e+01       2.040043886528e-02 
       3.271247383546e+01       1.095984676171e-02 
