# Matter power spectrum P(k) at redshift z=0.5
# for k=1.07343e-05 to 33.9798 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.073428191381e-05       2.808592889744e+01 
       1.351366027865e-05       3.504919921607e+01 
       1.701269033115e-05       4.373881511763e+01 
       2.141770818087e-05       5.458273891349e+01 
       2.696329709129e-05       6.811497730058e+01 
       3.394477989398e-05       8.500183798785e+01 
       4.273394600629e-05       1.060746266004e+02 
       5.379885057356e-05       1.323703528232e+02 
       6.772874011237e-05       1.651823546219e+02 
       8.526543203626e-05       2.061230756673e+02 
       1.073428191381e-04       2.572016950669e+02 
       1.351366027865e-04       3.209195517355e+02 
       1.701269033115e-04       4.003585887503e+02 
       2.141770818087e-04       4.994167312567e+02 
       2.696329709129e-04       6.228437144179e+02 
       3.394477989398e-04       7.765046898297e+02 
       4.273394600629e-04       9.675625499798e+02 
       5.379885057356e-04       1.204674764554e+03 
       6.772874011237e-04       1.498160519426e+03 
       8.526543203626e-04       1.860102337183e+03 
       1.073428191381e-03       2.304324154841e+03 
       1.351366027865e-03       2.846104269125e+03 
       1.701269033115e-03       3.501355551131e+03 
       2.141770818087e-03       4.285053483973e+03 
       2.696329709129e-03       5.208705648475e+03 
       3.394477989398e-03       6.276590790003e+03 
       4.273394600629e-03       7.480723804908e+03 
       5.379885057356e-03       8.794052747933e+03 
       6.772874011237e-03       1.016253716188e+04 
       8.526543203626e-03       1.149636357756e+04 
       1.073428191381e-02       1.266223173886e+04 
       1.351366027865e-02       1.347912979832e+04 
       1.701269033106e-02       1.373071846651e+04 
       2.141770778122e-02       1.321544548348e+04 
       2.696305254804e-02       1.186495331910e+04 
       3.391644620622e-02       9.920349600437e+03 
       4.193258563673e-02       8.090525937250e+03 
       4.839767343096e-02       7.099916716158e+03 
       5.314764988930e-02       6.598509189603e+03 
       5.711197855395e-02       6.275896239690e+03 
       6.067414539858e-02       6.026642759768e+03 
       6.400883031278e-02       5.805698410454e+03 
       6.721003170067e-02       5.590241442115e+03 
       7.033478390912e-02       5.368299908196e+03 
       7.342088732631e-02       5.134369375522e+03 
       7.649517236332e-02       4.887400449207e+03 
       7.957777453421e-02       4.629801459055e+03 
       8.268452947487e-02       4.366320670040e+03 
       8.582840130682e-02       4.103379528976e+03 
       8.902037836172e-02       3.848061139792e+03 
       9.227005838470e-02       3.607337176603e+03 
       9.558604400244e-02       3.387261358125e+03 
       9.897621754119e-02       3.192327747697e+03 
       1.024479364356e-01       3.024981806541e+03 
       1.060081747710e-01       2.885363713691e+03 
       1.096636272992e-01       2.771238358702e+03 
       1.134207866930e-01       2.678116842857e+03 
       1.172860013280e-01       2.599575765615e+03 
       1.212655186626e-01       2.527876063375e+03 
       1.253655178476e-01       2.454909023245e+03 
       1.295921342445e-01       2.373542851216e+03 
       1.339514779042e-01       2.278977678377e+03 
       1.384496476320e-01       2.169920056040e+03 
       1.430927419926e-01       2.049117583029e+03 
       1.478868684189e-01       1.922740411480e+03 
       1.528381514737e-01       1.798895519405e+03 
       1.579527412367e-01       1.685714982719e+03 
       1.632368227407e-01       1.589166776520e+03 
       1.686966273548e-01       1.511636916153e+03 
       1.743384469897e-01       1.451396674699e+03 
       1.801686519896e-01       1.402917449988e+03 
       1.861937135680e-01       1.358796752538e+03 
       1.924202316384e-01       1.311067788652e+03 
       1.988549688965e-01       1.254293056427e+03 
       2.055048920266e-01       1.188338116805e+03 
       2.123772209364e-01       1.118185819709e+03 
       2.194794869923e-01       1.050963954711e+03 
       2.268196013225e-01       9.924955607690e+02 
       2.344059344177e-01       9.453135147969e+02 
       2.422474084789e-01       9.078458939929e+02 
       2.503536042824e-01       8.748767026025e+02 
       2.587348847645e-01       8.405277280427e+02 
       2.674025381127e-01       8.018612450920e+02 
       2.763689439272e-01       7.600595675536e+02 
       2.856477670462e-01       7.194234843409e+02 
       2.952541849881e-01       6.841356735438e+02 
       3.052051567676e-01       6.548226063444e+02 
       3.155197432455e-01       6.288582348448e+02 
       3.262194924026e-01       6.027875749406e+02 
       3.373289073130e-01       5.750668957770e+02 
       3.488760206217e-01       5.473400570821e+02 
       3.608931077237e-01       5.219776438209e+02 
       3.734175827071e-01       4.997137150812e+02 
       3.864931381610e-01       4.788820354329e+02 
       4.001712148369e-01       4.579316163672e+02 
       4.145129242022e-01       4.370467927374e+02 
       4.295916032107e-01       4.174302810084e+02 
       4.454962680570e-01       3.992530878336e+02 
       4.623363729377e-01       3.816812391625e+02 
       4.802485077558e-01       3.642367346608e+02 
       4.994060533556e-01       3.474224605701e+02 
       5.200334847215e-01       3.313307453795e+02 
       5.424282325173e-01       3.153939043028e+02 
       5.669953281543e-01       2.996735237466e+02 
       5.943046751958e-01       2.841388617538e+02 
       6.251905398209e-01       2.684543581296e+02 
       6.609347973435e-01       2.524919718200e+02 
       7.036284025853e-01       2.358551765480e+02 
       7.569419664102e-01       2.180550808827e+02 
       8.278982991043e-01       1.982490197739e+02 
       9.310408192884e-01       1.751380063412e+02 
       1.095520803398e+00       1.473839259213e+02 
       1.354277544331e+00       1.169249293041e+02 
       1.703048942808e+00       8.962120461193e+01 
       2.143981625149e+00       6.700695202634e+01 
       2.699112859746e+00       4.865097794454e+01 
       3.397981768398e+00       3.418278644447e+01 
       4.277805597050e+00       2.323057766988e+01 
       5.385438172841e+00       1.530924678523e+01 
       6.779864969436e+00       9.824550654550e+00 
       8.535344298556e+00       6.167723800156e+00 
       1.074536183586e+01       3.804335583383e+00 
       1.352760907409e+01       2.314404336372e+00 
       1.703025082419e+01       1.393150196082e+00 
       2.143981553181e+01       8.319054595478e-01 
       2.699112859717e+01       4.937896093386e-01 
       3.397981768398e+01       2.917908277180e-01 
