# Matter power spectrum P(k) at redshift z=1
# for k=1.07343e-05 to 33.9798 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.073428191381e-05       1.804439478888e+01 
       1.351366027865e-05       2.251809535951e+01 
       1.701269033115e-05       2.810092624098e+01 
       2.141770818087e-05       3.506784037726e+01 
       2.696329709129e-05       4.376192812136e+01 
       3.394477989398e-05       5.461128013769e+01 
       4.273394600629e-05       6.815000228837e+01 
       5.379885057356e-05       8.504437680697e+01 
       6.772874011237e-05       1.061253978790e+02 
       8.526543203626e-05       1.324291424383e+02 
       1.073428191381e-04       1.652466942536e+02 
       1.351366027865e-04       2.061855710614e+02 
       1.701269033115e-04       2.572446482562e+02 
       2.141770818087e-04       3.209043585916e+02 
       2.696329709129e-04       4.002329664302e+02 
       3.394477989398e-04       4.990075621271e+02 
       4.273394600629e-04       6.218443618393e+02 
       5.379885057356e-04       7.743265347408e+02 
       6.772874011237e-04       9.631103384121e+02 
       8.526543203626e-04       1.195984236513e+03 
       1.073428191381e-03       1.481848732889e+03 
       1.351366027865e-03       1.830547570176e+03 
       1.701269033115e-03       2.252378081598e+03 
       2.141770818087e-03       2.757068073817e+03 
       2.696329709129e-03       3.352148104446e+03 
       3.394477989398e-03       4.040560855083e+03 
       4.273394600629e-03       4.817424665559e+03 
       5.379885057356e-03       5.665666140119e+03 
       6.772874011237e-03       6.550960706990e+03 
       8.526543203626e-03       7.415808888160e+03 
       1.073428191381e-02       8.174803441148e+03 
       1.351366027865e-02       8.711458168612e+03 
       1.701269033106e-02       8.885717340457e+03 
       2.141770778122e-02       8.565623982751e+03 
       2.696305254804e-02       7.703402240175e+03 
       3.391644620622e-02       6.450215683929e+03 
       4.193258563673e-02       5.263745076896e+03 
       4.839767343096e-02       4.619256165620e+03 
       5.314764988930e-02       4.292904646828e+03 
       5.711197855395e-02       4.083086555935e+03 
       6.067414539858e-02       3.921010075436e+03 
       6.400883031278e-02       3.777112675409e+03 
       6.721003170067e-02       3.636324854365e+03 
       7.033478390912e-02       3.490676478182e+03 
       7.342088732631e-02       3.336456014205e+03 
       7.649517236332e-02       3.172918585094e+03 
       7.957777453421e-02       3.001668927027e+03 
       8.268452947487e-02       2.825870493188e+03 
       8.582840130682e-02       2.649892251754e+03 
       8.902037836172e-02       2.478547322166e+03 
       9.227005838470e-02       2.316622798518e+03 
       9.558604400244e-02       2.168335375386e+03 
       9.897621754119e-02       2.036820433187e+03 
       1.024479364356e-01       1.923874268237e+03 
       1.060081747710e-01       1.829703766066e+03 
       1.096636272992e-01       1.752887383030e+03 
       1.134207866930e-01       1.690438510744e+03 
       1.172860013280e-01       1.638002639688e+03 
       1.212655186626e-01       1.590268885954e+03 
       1.253655178476e-01       1.541616586375e+03 
       1.295921342445e-01       1.487046825354e+03 
       1.339514779042e-01       1.423150196539e+03 
       1.384496476320e-01       1.348943808937e+03 
       1.430927419926e-01       1.266277221195e+03 
       1.478868684189e-01       1.179427075621e+03 
       1.528381514737e-01       1.094085098871e+03 
       1.579527412367e-01       1.016022590712e+03 
       1.632368227407e-01       9.495268282051e+02 
       1.686966273548e-01       8.963896092267e+02 
       1.743384469897e-01       8.554804569136e+02 
       1.801686519896e-01       8.229270746499e+02 
       1.861937135680e-01       7.934744745393e+02 
       1.924202316384e-01       7.613890088709e+02 
       1.988549688965e-01       7.227099629829e+02 
       2.055048920266e-01       6.772699199959e+02 
       2.123772209364e-01       6.286198655679e+02 
       2.194794869923e-01       5.819275766145e+02 
       2.268196013225e-01       5.414761747851e+02 
       2.344059344177e-01       5.091919449228e+02 
       2.422474084789e-01       4.839941979615e+02 
       2.503536042824e-01       4.620830524819e+02 
       2.587348847645e-01       4.391066901957e+02 
       2.674025381127e-01       4.128480799823e+02 
       2.763689439272e-01       3.841445931567e+02 
       2.856477670462e-01       3.562023284077e+02 
       2.952541849881e-01       3.321967436869e+02 
       3.052051567676e-01       3.126572403558e+02 
       3.155197432455e-01       2.956265697329e+02 
       3.262194924026e-01       2.784751626235e+02 
       3.373289073130e-01       2.599943209407e+02 
       3.488760206217e-01       2.414368925906e+02 
