# Matter power spectrum P(k) at redshift z=1
# for k=1.04962e-05 to 33.2257 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049615931175e-05       1.917155648204e+01 
       1.321388168381e-05       2.392471073991e+01 
       1.663529144018e-05       2.985627815544e+01 
       2.094259112665e-05       3.725839812495e+01 
       2.636516015815e-05       4.649558126142e+01 
       3.319177010912e-05       5.802267080190e+01 
       4.178596285281e-05       7.240715010165e+01 
       5.260541049168e-05       9.035694148497e+01 
       6.622628806585e-05       1.127549941765e+02 
       8.337395697489e-05       1.407021935398e+02 
       1.049615931175e-04       1.755704501795e+02 
       1.321388168381e-04       2.190680442642e+02 
       1.663529144018e-04       2.733064997666e+02 
       2.094259112665e-04       3.409409915278e+02 
       2.636516015815e-04       4.252243212956e+02 
       3.319177010912e-04       5.301721839235e+02 
       4.178596285281e-04       6.606950065093e+02 
       5.260541049169e-04       8.227367339319e+02 
       6.622628806585e-04       1.023392555251e+03 
       8.337395697489e-04       1.270979379811e+03 
       1.049615931175e-03       1.575025262886e+03 
       1.321388168381e-03       1.946105285053e+03 
       1.663529144018e-03       2.395343640053e+03 
       2.094259112665e-03       2.933355646480e+03 
       2.636516015815e-03       3.568549393360e+03 
       3.319177010912e-03       4.304606344607e+03 
       4.178596285281e-03       5.137059736772e+03 
       5.260541049169e-03       6.048681050270e+03 
       6.622628806585e-03       7.004031777474e+03 
       8.337395697489e-03       7.943125916503e+03 
       1.049615931175e-02       8.776321765918e+03 
       1.321388168381e-02       9.380415861232e+03 
       1.663529144015e-02       9.605641865278e+03 
       2.094259093358e-02       9.306953829324e+03 
       2.636501855751e-02       8.421420199629e+03 
       3.317275609789e-02       7.089690576866e+03 
       4.117028741936e-02       5.773260702455e+03 
       4.786471822073e-02       5.025926016950e+03 
       5.272857463058e-02       4.655400720053e+03 
       5.674724358842e-02       4.421830769455e+03 
       6.033899051184e-02       4.244043147726e+03 
       6.369087791058e-02       4.088110685366e+03 
       6.690216546730e-02       3.937014140282e+03 
       7.003247736120e-02       3.781790023620e+03 
       7.312103166301e-02       3.618196195569e+03 
       7.619549758725e-02       3.445279021978e+03 
       7.927653673305e-02       3.264506663794e+03 
       8.238032967854e-02       3.079118054353e+03 
       8.552007456334e-02       2.893523282899e+03 
       8.870692267757e-02       2.712713105249e+03 
       9.195058748253e-02       2.541644993532e+03 
       9.525975493405e-02       2.384673596488e+03 
       9.864236791423e-02       2.245094496175e+03 
       1.021058280651e-01       2.124816116325e+03 
       1.056571417477e-01       2.024091585360e+03 
       1.093030271717e-01       1.941551089906e+03 
       1.130499938926e-01       1.874157603227e+03 
       1.169044022397e-01       1.817504806937e+03 
       1.208725079215e-01       1.766209774319e+03 
       1.249604955540e-01       1.714546989446e+03 
       1.291745038698e-01       1.657364942179e+03 
       1.335206447074e-01       1.591090428011e+03 
       1.380050174443e-01       1.514563162703e+03 
       1.426337202456e-01       1.429461937587e+03 
       1.474128593106e-01       1.339896313767e+03 
       1.523485571728e-01       1.251555555563e+03 
       1.574469610339e-01       1.170200087746e+03 
       1.627142520580e-01       1.100259409470e+03 
       1.681566565258e-01       1.043727528899e+03 
       1.737804597268e-01       9.996453924226e+02 
