# Matter power spectrum P(k) at redshift z=1
# for k=1.04962e-05 to 33.2257 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.795920234548e-01       8.964375584404e+02 
       1.855978079626e-01       8.644069749506e+02 
       1.918043992299e-01       8.301127538946e+02 
       1.982185423983e-01       7.889080109117e+02 
       2.048471822440e-01       7.401831760814e+02 
       2.116975115892e-01       6.874750787036e+02 
       2.187770286152e-01       6.363521705565e+02 
       2.260936041331e-01       5.916438748171e+02 
       2.336555600244e-01       5.557337891422e+02 
       2.414717602743e-01       5.277806583144e+02 
       2.495517163331e-01       5.038687083143e+02 
       2.579057089602e-01       4.792060736939e+02 
       2.665449292714e-01       4.510658277475e+02 
       2.754816424689e-01       4.200424739310e+02 
       2.847293787343e-01       3.894522146156e+02 
       2.943031570861e-01       3.628992650727e+02 
       3.042197497613e-01       3.412810307044e+02 
       3.144979970145e-01       3.226609035462e+02 
       3.251591853633e-01       3.041588510929e+02 
       3.362275065690e-01       2.842149888858e+02 
       3.477306204760e-01       2.639832216333e+02 
       3.597003529601e-01       2.455196815264e+02 
       3.721735716982e-01       2.296800014754e+02 
       3.851932989059e-01       2.152168617169e+02 
       3.988101441581e-01       2.006876433420e+02 
       4.130841760173e-01       1.860956557085e+02 
       4.280874051803e-01       1.725035217754e+02 
       4.439071355366e-01       1.602068888776e+02 
       4.606505724552e-01       1.485439658731e+02 
       4.784512945729e-01       1.369994816180e+02 
       4.974785603450e-01       1.260040391178e+02 
       5.179510558978e-01       1.157791527957e+02 
       5.401578396427e-01       1.058261293951e+02 
       5.644914092968e-01       9.619446193285e+01 
       5.915021237723e-01       8.697534935743e+01 
       6.219922530160e-01       7.792935163397e+01 
       6.571881446088e-01       6.907629585494e+01 
       6.990774248951e-01       6.025380643416e+01 
       7.511222483067e-01       5.135403459527e+01 
       8.198892963002e-01       4.218136571337e+01 
       9.188990552105e-01       3.256131175213e+01 
       1.075680404489e+00       2.266201354641e+01 
       1.324834889789e+00       1.392111809154e+01 
       1.665265703079e+00       8.076446710244e+00 
       2.096397260555e+00       4.626182017441e+00 
       2.639207611469e+00       2.627981311513e+00 
       3.322565528991e+00       1.481711842450e+00 
       4.182862176798e+00       8.297944134898e-01 
       5.265911488404e+00       4.618430206461e-01 
       6.629389789010e+00       2.556085897416e-01 
       8.345907270074e+00       1.407400323187e-01 
       1.050687474677e+01       7.712180286890e-02 
       1.322737161725e+01       4.207507190488e-02 
       1.665227426020e+01       2.286742964391e-02 
       2.096397123034e+01       1.237513115833e-02 
       2.639207611399e+01       6.674276743659e-03 
       3.322565528991e+01       3.583406801535e-03 
