# Matter power spectrum P(k) at redshift z=0
# for k=1.04962e-05 to 33.2257 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049615931175e-05       5.147657844456e+01 
       1.321388168381e-05       6.423902897574e+01 
       1.663529144018e-05       8.016556541293e+01 
       2.094259112665e-05       1.000405630511e+02 
       2.636516015815e-05       1.248427544310e+02 
       3.319177010912e-05       1.557933673699e+02 
       4.178596285281e-05       1.944159940875e+02 
       5.260541049168e-05       2.426112556333e+02 
       6.622628806585e-05       3.027495206010e+02 
       8.337395697489e-05       3.777859414570e+02 
       1.049615931175e-04       4.714026532486e+02 
       1.321388168381e-04       5.881835309476e+02 
       1.663529144018e-04       7.337403700044e+02 
       2.094259112665e-04       9.152664195976e+02 
       2.636516015815e-04       1.141437080550e+03 
       3.319177010912e-04       1.422991946548e+03 
       4.178596285281e-04       1.773048405805e+03 
       5.260541049169e-04       2.207472430632e+03 
       6.622628806585e-04       2.745210852217e+03 
       8.337395697489e-04       3.408522025680e+03 
       1.049615931175e-03       4.222968415449e+03 
       1.321388168381e-03       5.216870181602e+03 
       1.663529144018e-03       6.419836363016e+03 
       2.094259112665e-03       7.860040570223e+03 
       2.636516015815e-03       9.559621524310e+03 
       3.319177010912e-03       1.152786279877e+04 
       4.178596285281e-03       1.375200301974e+04 
       5.260541049169e-03       1.618481471155e+04 
       6.622628806585e-03       1.873006746048e+04 
       8.337395697489e-03       2.122617276506e+04 
       1.049615931175e-02       2.343176371053e+04 
       1.321388168381e-02       2.501766107462e+04 
       1.663529144015e-02       2.558555195925e+04 
       2.094259093358e-02       2.475347924717e+04 
       2.636501855751e-02       2.236145363591e+04 
       3.317275609789e-02       1.879256605766e+04 
       4.117028741936e-02       1.528060438040e+04 
       4.786471822073e-02       1.329570095844e+04 
       5.272857463058e-02       1.231733622947e+04 
       5.674724358842e-02       1.170503914097e+04 
       6.033899051184e-02       1.124237635790e+04 
       6.369087791058e-02       1.083876535037e+04 
       6.690216546730e-02       1.044857363006e+04 
       7.003247736120e-02       1.004755592721e+04 
       7.312103166301e-02       9.624061841321e+03 
       7.619549758725e-02       9.175247039846e+03 
       7.927653673305e-02       8.704827068758e+03 
       8.238032967854e-02       8.221369960744e+03 
       8.552007456334e-02       7.736721104192e+03 
       8.870692267757e-02       7.264425085297e+03 
       9.195058748253e-02       6.817877794144e+03 
       9.525975493405e-02       6.408972698937e+03 
       9.864236791423e-02       6.046766498157e+03 
       1.021058280651e-01       5.736510489236e+03 
       1.056571417477e-01       5.479051694028e+03 
       1.093030271717e-01       5.270839639428e+03 
       1.130499938926e-01       5.103832701712e+03 
       1.169044022397e-01       4.966225118037e+03 
       1.208725079215e-01       4.843383192139e+03 
       1.249604955540e-01       4.719581877004e+03 
       1.291745038698e-01       4.580331633431e+03 
       1.335206447074e-01       4.415398751442e+03 
       1.380050174443e-01       4.221172138352e+03 
       1.426337202456e-01       4.002082070317e+03 
       1.474128593106e-01       3.769519433815e+03 
       1.523485571728e-01       3.539498033523e+03 
       1.574469610339e-01       3.328192529014e+03 
       1.627142520580e-01       3.148058117783e+03 
       1.681566565258e-01       3.004774515682e+03 
