# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=30
# for k=1.05468e-05 to 0.204988 h/Mpc,
# number of wavenumbers equal to 75
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_tot              
       1.054684960093e-05      -5.414197305751e-05      -4.060718936974e-05      -4.060718991117e-05      -5.414193913141e-05       2.108639145240e-08       2.254917392325e-11      -4.072096925096e-05       6.044772644661e-01       5.990321373354e-01       8.121437982235e-05       5.817599142680e-08       9.999992682516e-01      -1.904725072763e-10       6.046808645949e-10      -1.534436778328e-13      -1.071803886770e-12      -5.003190794354e-17      -1.092463564342e-12      -1.296700426416e-14 
       1.327769697698e-05      -8.580834055334e-05      -6.435803778224e-05      -6.435803914227e-05      -8.580825533591e-05       3.341975569491e-08       3.573799888335e-11      -6.453835907605e-05       6.044769476095e-01       5.990319041451e-01       1.287160782845e-04       9.220269384041e-08       9.999988402599e-01      -3.018769511606e-10       9.583423689688e-10      -2.431899685981e-13      -2.692229774386e-12      -1.256829989566e-16      -2.744123227349e-12      -3.257139861691e-14 
       1.671563013442e-05      -1.359947865599e-04      -1.020005669895e-04      -1.020005704058e-04      -1.359945725077e-04       5.296655696659e-08       5.664051579101e-11      -1.022863377313e-04       6.044764542208e-01       5.990315435584e-01       2.040011408115e-04       1.461313204168e-07       9.999981619413e-01      -4.784366583287e-10       1.518839599110e-09      -3.854254421345e-13      -6.762495952489e-12      -3.156943719235e-16      -6.892841193902e-12      -8.181467397244e-14 
       2.104373155038e-05      -2.155315119167e-04      -1.616598796905e-04      -1.616598882717e-04      -2.155309742586e-04       8.394629592768e-08       8.976973135351e-11      -1.621127474385e-04       6.044756683121e-01       5.990309680492e-01       3.233197765433e-04       2.316022827599e-07       9.999970868886e-01      -7.582571076850e-10       2.407121435533e-09      -6.108463815269e-13      -1.698630576769e-11      -7.929852671309e-16      -1.731369760961e-11      -2.055052762802e-13 
       2.649248840774e-05      -3.415801156826e-04      -2.562133342840e-04      -2.562133558483e-04      -3.415787658412e-04       1.330454412381e-07       1.422752297476e-10      -2.569309598584e-04       6.044744054551e-01       5.990300545562e-01       5.124267116966e-04       3.670642389234e-07       9.999953824606e-01      -1.201716447128e-09       3.814831830072e-09      -9.680983561089e-13      -4.266642307851e-11      -1.992229242178e-15      -4.348832365570e-11      -5.161886882809e-13 
       3.335206687817e-05      -5.413320451016e-04      -4.060699863368e-04      -4.060700405331e-04      -5.413286572085e-04       2.108622714267e-07       2.254906619276e-10      -4.072070412002e-04       6.044723966135e-01       5.990285959979e-01       8.121400810662e-04       5.817560153919e-07       9.999926803691e-01      -1.904492458969e-09       6.045603881932e-09      -1.534261770929e-12      -1.071682970123e-10      -5.004966464640e-15      -1.092309671826e-10      -1.296539462722e-12 
       4.198776452879e-05      -8.578631653486e-04      -6.435755901330e-04      -6.435757262964e-04      -8.578546588795e-04       3.341940689226e-07       3.573765193320e-10      -6.453769345039e-04       6.044692588406e-01       5.990263032263e-01       1.287151452593e-03       9.220171361717e-07       9.999883985684e-01      -3.018184047667e-09       9.580408824972e-09      -2.431456390221e-12      -2.691747745661e-10      -1.257257581884e-14      -2.743531694713e-10      -3.256508527710e-12 
       5.285946374972e-05      -1.359394671610e-03      -1.019993628039e-03      -1.019993970085e-03      -1.359373310998e-03       5.296583240156e-07       5.663993911214e-10      -1.022846642233e-03       6.044643010160e-01       5.990226748385e-01       2.039987940169e-03       1.461288613121e-06       9.999816130940e-01      -4.782924660366e-09       1.518085330812e-08      -3.853130961113e-12      -6.760572282165e-10      -3.158090055239e-14      -6.890581303620e-10      -8.178996466505e-12 
       6.654612216834e-05      -2.153925737815e-03      -1.616568547646e-03      -1.616569406848e-03      -2.153872101631e-03       8.394442930140e-07       8.976705539258e-10      -1.621085438001e-03       6.044564529110e-01       5.990169301195e-01       3.233138813695e-03       2.315961069699e-06       9.999708599606e-01      -7.578986550812e-09       2.405232386761e-08      -6.105624367724e-12      -1.697863087366e-09      -7.932764818433e-14      -1.730497842764e-09      -2.054081253931e-11 
       8.377660425408e-05      -3.412311831929e-03      -2.562057301642e-03      -2.562059459855e-03      -3.412177173846e-03       1.330410956027e-06       1.422691145860e-09      -2.569203955960e-03       6.044440160661e-01       5.990078241676e-01       5.124118919710e-03       3.670487405499e-06       9.999538198593e-01      -1.200827649170e-08       3.810101595968e-08      -9.673805934056e-12      -4.263581802283e-09      -1.992560336305e-13      -4.345472875517e-09      -5.158069154859e-11 
       1.054684960093e-04      -5.404558552801e-03      -4.060508866670e-03      -4.060514287822e-03      -5.404220574440e-03       2.108509479050e-06       2.254744718885e-09      -4.071805086472e-03       6.044243113811e-01       5.989933957496e-01       8.121028575644e-03       5.817170937779e-06       9.999268190537e-01      -1.902277628945e-08       6.033746520972e-08      -1.532452605725e-11      -1.070462606359e-08      -5.004853503438e-13      -1.091000072959e-08      -1.295031648990e-10 
       1.327769697698e-04      -8.556634259501e-03      -6.435276186874e-03      -6.435289804118e-03      -8.555786360013e-03       3.341655584432e-06       3.573380673205e-09      -6.453103031809e-03       6.043930956003e-01       5.989705340059e-01       1.287057960824e-02       9.219193929501e-06       9.998840403577e-01      -3.012632980257e-08       9.550653070787e-08      -2.426910130110e-11      -2.686888581343e-08      -1.257076009771e-12      -2.738346524469e-08      -3.250518980385e-10 
       1.671563013442e-04      -1.353873759103e-02      -1.019873155465e-02      -1.019876575827e-02      -1.353661199356e-02       5.295875827848e-06       5.662998350224e-09      -1.022679340683e-02       6.043436548337e-01       5.989343135392e-01       2.039753151654e-02       1.461043170526e-05       9.998162776276e-01      -4.768995510753e-08       1.510618580738e-07      -3.841716712221e-11      -6.741236973126e-08      -3.157184493301e-12      -6.869977563937e-08      -8.155177046678e-10 
       2.104373155038e-04      -2.140076040837e-02      -1.616266023295e-02      -1.616274614543e-02      -2.139543791151e-02       8.392675044845e-06       8.974278521490e-09      -1.620665453876e-02       6.042653781955e-01       5.988769406638e-01       3.232549229086e-02       2.315344872378e-05       9.997089734638e-01      -7.544037316914e-08       2.386504623341e-07      -6.076981860720e-11      -1.690172846869e-07      -7.928994817287e-12      -1.722306504602e-07      -2.044609186244e-09 
       2.649248840774e-04      -3.377595354663e-02      -2.561297775381e-02      -2.561319354244e-02      -3.376265061856e-02       1.329966311570e-05       1.422076550512e-08      -2.568150056872e-02       6.041415233232e-01       5.987860920991e-01       5.122638708489e-02       3.668940841301e-05       9.995391397740e-01      -1.192063348036e-07       3.763169195394e-07      -9.601977546994e-11      -4.233014743532e-07      -1.991060223488e-11      -4.312920165916e-07      -5.120422707008e-09 
       3.335206687817e-04      -5.317642042488e-02      -4.058602495442e-02      -4.058656694729e-02      -5.314326850047e-02       2.107390033709e-05       2.253195203424e-08      -4.069161955706e-02       6.039457388243e-01       5.986423097390e-01       8.117313389457e-02       5.813291199688e-05       9.992705527669e-01      -1.880320224072e-07       5.916292527333e-07      -1.514457161709e-10      -1.058324557569e-06      -4.998995668383e-11      -1.078075716249e-06      -1.280083492213e-08 
       4.198776452879e-04      -8.339448645243e-02      -6.430493433478e-02      -6.430629557271e-02      -8.331225358325e-02       3.338852159577e-05       3.569519268871e-08      -6.446480207775e-02       6.036367247573e-01       5.984149406306e-01       1.286125911454e-01       9.209468535590e-05       9.988463246873e-01      -2.957705978951e-07       9.257344236783e-07      -2.381894341102e-10      -2.638760303594e-06      -1.254756968658e-10      -2.687113451041e-06      -3.191254782898e-08 
       5.285946374972e-04      -1.299769371206e-01      -1.018674095863e-01      -1.018708280765e-01      -1.297744692083e-01       5.288846921811e-05       5.653371393967e-08      -1.021022259573e-01       6.031501683965e-01       5.980558607996e-01       2.037416561530e-01       1.458608220635e-04       9.981775958832e-01      -4.631925245054e-07       1.437623107574e-06      -3.729381247605e-10      -6.550852861210e-06      -3.148074925092e-10      -6.667391745429e-06      -7.920781270024e-08 
       6.654612216834e-04      -2.005944192294e-01      -1.613263284330e-01      -1.613349123523e-01      -2.001018056938e-01       8.375084658725e-05       8.950149065925e-08      -1.616528680976e-01       6.023869706818e-01       5.974899468070e-01       3.226698247046e-01       2.309260017492e-04       9.971267479441e-01      -7.203283598258e-07       2.205824362737e-06      -5.797722284664e-10      -1.615141723100e-05      -7.892990030954e-10      -1.642515858503e-05      -1.952257020905e-07 
       8.377660425408e-04      -3.047602682312e-01      -2.553791419722e-01      -2.554006916827e-01      -3.035844186425e-01       1.325572266166e-04       1.416073677380e-07      -2.557859487186e-01       6.011969754380e-01       5.966009799156e-01       5.108013833655e-01       3.653780187718e-04       9.954835380538e-01      -1.107862779327e-06       3.319771093202e-06      -8.911940878168e-10      -3.939050412009e-05      -1.976844306663e-09      -4.000612390214e-05      -4.758745191610e-07 
       1.054684960093e-03      -4.515566592121e-01      -4.039889597567e-01      -4.040430435289e-01      -4.488357854791e-01       2.096460706421e-04       2.238339995811e-07      -4.043704284125e-01       5.993587718199e-01       5.952117600749e-01       8.080860870578e-01       5.775693301303e-04       9.929337079151e-01      -1.674234313313e-06       4.842876915283e-06      -1.345573209870e-09      -9.442186576684e-05      -4.943099120034e-09      -9.570343825850e-05      -1.139784424467e-06 
       1.327769697698e-03      -6.426872196113e-01      -6.384043664700e-01      -6.385400339981e-01      -6.367060125577e-01       3.311764965673e-04       3.532942696211e-07      -6.384034408662e-01       5.965601454475e-01       5.930584385834e-01       1.277080067996e+00       9.116898469764e-04       9.890237316154e-01      -2.460814986592e-06       6.714071005352e-06      -1.974728864143e-09      -2.202286713129e-04      -1.232938649465e-08      -2.225212485604e-04      -2.655127880158e-06 
