# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.05468e-05 to 0.204988 h/Mpc,
# number of wavenumbers equal to 75
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_tot              
       1.054684960093e-05      -1.599840338305e-05      -1.199885296771e-05      -1.199885340400e-05      -1.599839532099e-05       3.434491140886e-09       6.886710318289e-12      -1.211400088798e-05       6.122872044302e-01       5.968077743562e-01       2.399770680800e-05       3.244078660160e-08       9.999995669684e-01      -2.958955648332e-10       1.012604836444e-09      -5.142141888404e-13      -1.535058812364e-13      -1.400924644156e-16      -1.635826894237e-13      -6.019294694409e-15 
       1.327769697698e-05      -2.535569491185e-05      -1.901689785925e-05      -1.901689895517e-05      -2.535567466092e-05       5.443300409495e-09       1.091475046474e-11      -1.919939343784e-05       6.122870365001e-01       5.968076706744e-01       3.803379791033e-05       5.141516589295e-08       9.999993136914e-01      -4.689598530117e-10       1.604865267789e-09      -8.149730047323e-13      -3.855886591817e-13      -3.518974415553e-16      -4.109002987395e-13      -1.511975645193e-14 
       1.671563013442e-05      -4.018590108315e-05      -3.013974400589e-05      -3.013974675870e-05      -4.018585021535e-05       8.627039632083e-09       1.729857931893e-11      -3.042897603099e-05       6.122867366552e-01       5.968074735304e-01       6.027949351740e-05       8.148751260285e-08       9.999989122750e-01      -7.432527516159e-10       2.543526723690e-09      -1.291641172178e-12      -9.685520963868e-13      -8.839309252453e-16      -1.032131465246e-12      -3.797899499555e-14 
       2.104373155038e-05      -6.368993992976e-05      -4.776825421100e-05      -4.776826112571e-05      -6.368981215658e-05       1.367292074214e-08       2.741646868362e-11      -4.822664608503e-05       6.122862501735e-01       5.968071493383e-01       9.553652225141e-05       1.291489225910e-07       9.999982760750e-01      -1.177967804357e-09       4.031184751144e-09      -2.047103175469e-12      -2.432881711523e-12      -2.220325337521e-15      -2.592583517367e-12      -9.539845976873e-14 
       2.649248840774e-05      -1.009406988677e-04      -7.570753180506e-05      -7.570754918268e-05      -1.009403780632e-04       2.167000510838e-08       4.345203281994e-11      -7.643400890405e-05       6.122852723597e-01       5.968066059645e-01       1.514150983654e-04       2.046870303799e-07       9.999972671519e-01      -1.866922493608e-09       6.388882780632e-09      -3.244432074018e-12      -6.111084855757e-12      -5.578285138061e-15      -6.512041390208e-12      -2.396257685346e-13 
       3.335206687817e-05      -1.599775764661e-04      -1.199882253417e-04      -1.199882690199e-04      -1.599767712380e-04       3.434450955449e-08       6.886713855066e-11      -1.211395509845e-04       6.122837290626e-01       5.968057151850e-01       2.399765380399e-04       3.244065450477e-07       9.999956672959e-01      -2.958789421525e-09       1.012541871836e-08      -5.142052557821e-12      -1.535022252699e-11      -1.401442919802e-14      -1.635660090129e-11      -6.018960610159e-13 
       4.198776452879e-05      -2.535407061639e-04      -1.901681969225e-04      -1.901683066636e-04      -2.535386841722e-04       5.443224690074e-08       1.091467246094e-10      -1.919927668522e-04       6.122816796623e-01       5.968043977025e-01       3.803366133273e-04       5.141484066024e-07       9.999931323128e-01      -4.689251326202e-09       1.604713996644e-08      -8.149464829022e-12      -3.855736421850e-11      -3.520556106865e-14      -4.108438762590e-11      -1.511856422120e-12 
       5.285946374972e-05      -4.018181756241e-04      -3.013954499707e-04      -3.013957256469e-04      -4.018130974446e-04       8.626889822073e-08       1.729852165653e-10      -3.042868007863e-04       6.122785595514e-01       5.968023314376e-01       6.027914512937e-04       8.148670590409e-07       9.999891150586e-01      -7.431718535960e-09       2.543165092088e-08      -1.291563964658e-11      -9.684897224633e-11      -8.843285087088e-14      -1.031952483259e-10      -3.797486602600e-12 
       6.654612216834e-05      -6.367967913787e-04      -4.776775150016e-04      -4.776782074878e-04      -6.367840371047e-04       1.367262353789e-07       2.741620302711e-10      -4.822589984832e-04       6.122736824680e-01       5.967990888532e-01       9.553564149756e-04       1.291469071756e-06       9.999827485027e-01      -1.177790439147e-08       4.030309433322e-08      -2.046890450110e-11      -2.432624712302e-10      -2.221372299840e-13      -2.592005237873e-10      -9.538383615219e-12 
       8.377660425408e-05      -1.009149108977e-03      -7.570625759205e-04      -7.570643153741e-04      -1.009117076123e-03       2.166953850808e-07       4.345105170742e-10      -7.643212290483e-04       6.122659477818e-01       5.967939285440e-01       1.514128630748e-03       2.046820128819e-06       9.999726587432e-01      -1.866527354552e-08       6.386769630044e-08      -3.243848575996e-11      -6.110032527309e-10      -5.579735861255e-13      -6.510275940319e-10      -2.395748415322e-11 
