# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=50
# for k=1.05468e-05 to 0.204988 h/Mpc,
# number of wavenumbers equal to 75
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_tot              
       1.054684960093e-05      -3.254643243144e-05      -2.441006437351e-05      -2.441006487606e-05      -3.254641354046e-05       9.871201530336e-09       1.369125797048e-11      -2.452885805645e-05       6.069704850543e-01       5.984602100682e-01       4.882012975212e-05       4.545770385567e-08       9.999993997718e-01      -2.328673463922e-10       7.577534256856e-10      -2.553090240986e-13      -4.813156984684e-13      -7.747008906806e-17      -4.967326006908e-13      -9.561672814227e-15 
       1.327769697698e-05      -5.158230823553e-05      -3.868733415316e-05      -3.868733541551e-05      -5.158226078387e-05       1.564482409836e-08       2.169930272570e-11      -3.887560530348e-05       6.069702049923e-01       5.984600069578e-01       7.737467083102e-05       7.204558333377e-08       9.999990487041e-01      -3.690682697524e-10       1.200949417303e-09      -4.046357295258e-13      -1.209005366082e-12      -1.945967004015e-16      -1.247730324635e-12      -2.401773385993e-14 
       1.671563013442e-05      -8.175167367254e-05      -6.131526985638e-05      -6.131527302724e-05      -8.175155448068e-05       2.479535801148e-08       3.439120957433e-11      -6.161364911934e-05       6.069698002307e-01       5.984597244532e-01       1.226305460545e-04       1.141844877491e-07       9.999984923000e-01      -5.849298524033e-10       1.903354423746e-09      -6.412999575747e-13      -3.036863882172e-12      -4.888052535813e-16      -3.134134420468e-12      -6.032940514605e-14 
       2.104373155038e-05      -1.295657203894e-04      -9.717809477407e-05      -9.717810273889e-05      -1.295654209982e-04       3.929790369047e-08       5.450601241544e-11      -9.765096789963e-05       6.069691462151e-01       5.984592639706e-01       1.943562054778e-04       1.809700551791e-07       9.999976104644e-01      -9.270412940284e-10       3.016557874249e-09      -1.016380697549e-12      -7.628176644603e-12      -1.227811215762e-15      -7.872500676448e-12      -1.515389669316e-13 
       2.649248840774e-05      -2.053429322906e-04      -1.540167555489e-04      -1.540167755648e-04      -2.053421806199e-04       6.228275719876e-08       8.638571855128e-11      -1.547661433182e-04       6.069680538465e-01       5.984585222161e-01       3.080335511295e-04       2.868177927102e-07       9.999962122495e-01      -1.469228858953e-09       4.780771839638e-09      -1.610831117194e-12      -1.916080112799e-11      -3.084696745219e-15      -1.977419279702e-11      -3.806400629392e-13 
       3.335206687817e-05      -3.254343044322e-04      -2.440997323939e-04      -2.440997827001e-04      -3.254324177824e-04       9.871148360514e-08       1.369125641426e-10      -2.452872670897e-04       6.069663076709e-01       5.984573225032e-01       4.881995654003e-04       4.545745487605e-07       9.999939954396e-01      -2.328488258531e-09       7.576638785320e-09      -2.552933992889e-12      -4.812855224031e-11      -7.749593118922e-15      -4.966805086070e-11      -9.560910233065e-13 
       4.198776452879e-05      -5.157476947680e-04      -3.868710649892e-04      -3.868711913805e-04      -5.157429574252e-04       1.564466396408e-07       2.169910652444e-10      -3.887527665043e-04       6.069636631623e-01       5.984554695430e-01       7.737423827610e-04       7.204495435809e-07       9.999904826891e-01      -3.690235089180e-09       1.200726926426e-08      -4.045954895393e-12      -1.208884665285e-10      -1.946756314744e-14      -1.247538540464e-10      -2.401481267922e-12 
       5.285946374972e-05      -8.173273369672e-04      -6.131469476860e-04      -6.131472651856e-04      -8.173154399791e-04       2.479501349053e-07       3.439063141442e-10      -6.161282033411e-04       6.069595055112e-01       5.984525400399e-01       1.226294530371e-03       1.141829166061e-06       9.999849158953e-01      -5.848221252968e-09       1.902801909000e-08      -6.411961590031e-12      -3.036379805724e-10      -4.890027120770e-14      -3.133441567779e-10      -6.031828263137e-12 
       6.654612216834e-05      -1.295181456676e-03      -9.717664788694e-04      -9.717672764127e-04      -1.295151579346e-03       3.929716487955e-07       5.450482086533e-10      -9.764888379863e-04       6.069529372393e-01       5.984479093087e-01       1.943534552825e-03       1.809661150148e-06       9.999760937829e-01      -9.267798324137e-09       3.015181510995e-08      -1.016115177194e-11      -7.626236897367e-10      -1.228334895563e-13      -7.869949064620e-10      -1.514961568723e-11 
       8.377660425408e-05      -2.052234322262e-03      -1.540131124748e-03      -1.540133128088e-03      -2.052159296096e-03       6.228115720007e-07       8.638325476473e-10      -1.547608998003e-03       6.069425265696e-01       5.984405647053e-01       3.080266256175e-03       2.868079201157e-06       9.999621129891e-01      -1.468593580896e-08       4.777344557217e-08      -1.610151658839e-11      -1.915303805769e-09      -3.085349763725e-13      -1.976486324350e-09      -3.804755791829e-11 
