# Matter power spectrum P(k) at redshift z=0
# for k=1.04079e-05 to 32.9468 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.040790400722e-05       5.339045392910e+01 
       1.310277483820e-05       6.662741327215e+01 
       1.649541620883e-05       8.314610127531e+01 
       2.076649864342e-05       1.037600426779e+02 
       2.614347285619e-05       1.294843867678e+02 
       3.291268233120e-05       1.615857673993e+02 
       4.143461215706e-05       2.016444232917e+02 
       5.216308617236e-05       2.516316839744e+02 
       6.566943473999e-05       3.140060648201e+02 
       8.267292017233e-05       3.918326970028e+02 
       1.040790400722e-04       4.889308007540e+02 
       1.310277483820e-04       6.100550269447e+02 
       1.649541620883e-04       7.610240371183e+02 
       2.076649864342e-04       9.493034286378e+02 
       2.614347285619e-04       1.183891936129e+03 
       3.291268233120e-04       1.475933118638e+03 
       4.143461215706e-04       1.839041161858e+03 
       5.216308617236e-04       2.289689148558e+03 
       6.566943473999e-04       2.847559888061e+03 
       8.267292017233e-04       3.535794645634e+03 
       1.040790400722e-03       4.380998357527e+03 
       1.310277483820e-03       5.412690358513e+03 
       1.649541620883e-03       6.661807251046e+03 
       2.076649864342e-03       8.157914750751e+03 
       2.614347285619e-03       9.924477715442e+03 
       3.291268233120e-03       1.197181185636e+04 
       4.143461215706e-03       1.428757784768e+04 
       5.216308617236e-03       1.682392264720e+04 
       6.566943473999e-03       1.948231705294e+04 
       8.267292017233e-03       2.209656934425e+04 
       1.040790400722e-02       2.441765186751e+04 
       1.310277483820e-02       2.610470316327e+04 
       1.649541620881e-02       2.674348556852e+04 
       2.076649849734e-02       2.593142685998e+04 
       2.614335805461e-02       2.348788272132e+04 
       3.289637469053e-02       1.978641965213e+04 
       4.087911856302e-02       1.608084817852e+04 
       4.766023804155e-02       1.394742243759e+04 
       5.256927140494e-02       1.290399556791e+04 
       5.660927691599e-02       1.225693331898e+04 
       6.021256115851e-02       1.177131353402e+04 
       6.357114120765e-02       1.134982562248e+04 
       6.678635797958e-02       1.094356736529e+04 
       6.991885159805e-02       1.052652574368e+04 
       7.300839290672e-02       1.008602793064e+04 
       7.608297671421e-02       9.618807406938e+03 
       7.916346813368e-02       9.128495178385e+03 
       8.226618083526e-02       8.623952897161e+03 
       8.540440307104e-02       8.117490052297e+03 
       8.858934878552e-02       7.623205047311e+03 
       9.183077588075e-02       7.155352590946e+03 
       9.513740229027e-02       6.726463446416e+03 
       9.851719412387e-02       6.346212270116e+03 
       1.019775699776e-01       6.020267410803e+03 
       1.055255485925e-01       5.749762810060e+03 
       1.091678571796e-01       5.531183192129e+03 
       1.129110117788e-01       5.356223677489e+03 
       1.167613773165e-01       5.212701750793e+03 
       1.207252126807e-01       5.085313166359e+03 
       1.248087046008e-01       4.957434824602e+03 
       1.290179931216e-01       4.813789992623e+03 
       1.333591907880e-01       4.643287835640e+03 
       1.378383972193e-01       4.441792288611e+03 
       1.424617104533e-01       4.213585770020e+03 
       1.472352362460e-01       3.970542475166e+03 
       1.521650963894e-01       3.729332742963e+03 
       1.572574370271e-01       3.507202993022e+03 
       1.625184378976e-01       3.317500946044e+03 
       1.679543234048e-01       3.166457312027e+03 
       1.735713763949e-01       3.051771824492e+03 
       1.793759555044e-01       2.963034185338e+03 
       1.853745169373e-01       2.885073554323e+03 
       1.915736415227e-01       2.801058539297e+03 
       1.979800679094e-01       2.697969550315e+03 
       2.046007327653e-01       2.573721356997e+03 
       2.114428188820e-01       2.437709254779e+03 
       2.185138121437e-01       2.305077726698e+03 
       2.258215684139e-01       2.188965184464e+03 
       2.333743915428e-01       2.095910161964e+03 
       2.411811239123e-01       2.023814109490e+03 
       2.492512512375e-01       1.962401413169e+03 
       2.575950237635e-01       1.898844127303e+03 
       2.662235965537e-01       1.825681787275e+03 
       2.751491923186e-01       1.744323922457e+03 
       2.843852912200e-01       1.663470994098e+03 
       2.939468534025e-01       1.592638308957e+03 
       3.038505817336e-01       1.534334608458e+03 
       3.141152345494e-01       1.483599812017e+03 
       3.247620013040e-01       1.433024059544e+03 
       3.358149582288e-01       1.378502119035e+03 
       3.473016268785e-01       1.322875547661e+03 
       3.592536664636e-01       1.271316049542e+03 
       3.717077421891e-01       1.226009331195e+03 
       3.847066280289e-01       1.183933763506e+03 
       3.983006260010e-01       1.141522100274e+03 
       4.125494190926e-01       1.098710941756e+03 
       4.275245281339e-01       1.057964427648e+03 
       4.433126252363e-01       1.019979730349e+03 
       4.600200870431e-01       9.832257455845e+02 
       4.777793840297e-01       9.464508437801e+02 
       4.967582599940e-01       9.105064189602e+02 
       5.171732779945e-01       8.758113328778e+02 
       5.393104324486e-01       8.412103636519e+02 
       5.635576455939e-01       8.066121258124e+02 
       5.904581626811e-01       7.719990438790e+02 
       6.208026494092e-01       7.366115307873e+02 
       6.557974008239e-01       7.000222035243e+02 
       6.973929178738e-01       6.612454036617e+02 
       7.489768831417e-01       6.189321985430e+02 
       8.169538119612e-01       5.707316682464e+02 
       9.144792596746e-01       5.127081913034e+02 
       1.068469335204e+00       4.394958675242e+02 
       1.313995175733e+00       3.522189559071e+02 
       1.651295497907e+00       2.677176362921e+02 
       2.078800719036e+00       1.955927266552e+02 
       2.617054831616e+00       1.374913857185e+02 
       3.294676831460e+00       9.332273619409e+01 
       4.147752386774e+00       6.149380284948e+01 
       5.221710881540e+00       3.955774550012e+01 
       6.573744521813e+00       2.496896670114e+01 
       8.275854029153e+00       1.553176179600e+01 
       1.041868294160e+01       9.554718607976e+00 
       1.311634471261e+01       5.828930879937e+00 
       1.651249966855e+01       3.533879551472e+00 
       2.078800544498e+01       2.132555626134e+00 
       2.617054831520e+01       1.282491520073e+00 
       3.294676831460e+01       7.693096102113e-01 
