# Matter power spectrum P(k) at redshift z=0
# for k=1.04079e-05 to 32.9468 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.040790400722e-05       5.339045392910e+01 
       1.310277483820e-05       6.662741327215e+01 
       1.649541620883e-05       8.314610127531e+01 
       2.076649864342e-05       1.037600426779e+02 
       2.614347285619e-05       1.294843867678e+02 
       3.291268233120e-05       1.615857673993e+02 
       4.143461215706e-05       2.016444232917e+02 
       5.216308617236e-05       2.516316839744e+02 
       6.566943473999e-05       3.140060648201e+02 
       8.267292017233e-05       3.918326970028e+02 
       1.040790400722e-04       4.889308007540e+02 
       1.310277483820e-04       6.100550269447e+02 
       1.649541620883e-04       7.611164928414e+02 
       2.076649864342e-04       9.494485469842e+02 
       2.614347285619e-04       1.184119660524e+03 
       3.291268233120e-04       1.476290345119e+03 
       4.143461215706e-04       1.839601239163e+03 
       5.216308617236e-04       2.290566580346e+03 
       6.566943473999e-04       2.848932953217e+03 
       8.267292017233e-04       3.537939944522e+03 
       1.040790400722e-03       4.384343052920e+03 
       1.310277483820e-03       5.417890045563e+03 
       1.649541620883e-03       6.669859721972e+03 
       2.076649864342e-03       8.170321890401e+03 
       2.614347285619e-03       9.943467467928e+03 
       3.291268233120e-03       1.200062706408e+04 
       4.143461215706e-03       1.433082382989e+04 
       5.216308617236e-03       1.688792836632e+04 
       6.566943473999e-03       1.957539628732e+04 
       8.267292017233e-03       2.222894271045e+04 
       1.040790400722e-02       2.460060192930e+04 
       1.310277483820e-02       2.634828369648e+04 
       1.649541620881e-02       2.705205235126e+04 
       2.076649849734e-02       2.629703044608e+04 
       2.614335805461e-02       2.388441189816e+04 
       3.289637469053e-02       2.017216398741e+04 
       4.087911856302e-02       1.641985717098e+04 
       4.766023804155e-02       1.424287339814e+04 
       5.256927140494e-02       1.317073723473e+04 
       5.660927691599e-02       1.250116734459e+04 
       6.021256115851e-02       1.199502065090e+04 
       6.357114120765e-02       1.155295696606e+04 
       6.678635797958e-02       1.112500565996e+04 
       6.991885159805e-02       1.068463588454e+04 
       7.300839290672e-02       1.021901593141e+04 
       7.608297671421e-02       9.724975830544e+03 
       7.916346813368e-02       9.206413866693e+03 
       8.226618083526e-02       8.672574079170e+03 
       8.540440307104e-02       8.136218951531e+03 
       8.858934878552e-02       7.611944451590e+03 
       9.183077588075e-02       7.114526937638e+03 
       9.513740229027e-02       6.657003530134e+03 
       9.851719412387e-02       6.249502631325e+03 
       1.019775699776e-01       5.898029799242e+03 
       1.055255485925e-01       5.603879843568e+03 
       1.091678571796e-01       5.363478332447e+03 
       1.129110117788e-01       5.168219956756e+03 
       1.167613773165e-01       5.005438211204e+03 
       1.207252126807e-01       4.859252921971e+03 
       1.248087046008e-01       4.712514208695e+03 
       1.290179931216e-01       4.549596646907e+03 
       1.333591907880e-01       4.359287210946e+03 
       1.378383972193e-01       4.137520811868e+03 
       1.424617104533e-01       3.888769847719e+03 
       1.472352362460e-01       3.625176078936e+03 
       1.521650963894e-01       3.363781865738e+03 
       1.572574370271e-01       3.122332705562e+03 
       1.625184378976e-01       2.914718376566e+03 
       1.679543234048e-01       2.747556976473e+03 
       1.735713763949e-01       2.618579753760e+03 
       1.793759555044e-01       2.517002837990e+03 
       1.853745169373e-01       2.427080733475e+03 
       1.915736415227e-01       2.331437272321e+03 
       1.979800679094e-01       2.216713672262e+03 
       2.046007327653e-01       2.080755830769e+03 
       2.114428188820e-01       1.933118323783e+03 
       2.185138121437e-01       1.789346002012e+03 
       2.258215684139e-01       1.663142092240e+03 
       2.333743915428e-01       1.561529517133e+03 
       2.411811239123e-01       1.482486895896e+03 
       2.492512512375e-01       1.415277866702e+03 
       2.575950237635e-01       1.346384767684e+03 
       2.662235965537e-01       1.267865740115e+03 
       2.751491923186e-01       1.181047004577e+03 
       2.843852912200e-01       1.095030201908e+03 
       2.939468534025e-01       1.020045324585e+03 
       3.038505817336e-01       9.589887150914e+02 
       3.141152345494e-01       9.066173407392e+02 
       3.247620013040e-01       8.548468245705e+02 
       3.358149582288e-01       7.990532090606e+02 
       3.473016268785e-01       7.422494437362e+02 
       3.592536664636e-01       6.902169597299e+02 
       3.717077421891e-01       6.455688810495e+02 
       3.847066280289e-01       6.049623192468e+02 
       3.983006260010e-01       5.642556477197e+02 
       4.125494190926e-01       5.233026159304e+02 
       4.275245281339e-01       4.850492074264e+02 
       4.433126252363e-01       4.504558436795e+02 
       4.600200870431e-01       4.177350317715e+02 
       4.777793840297e-01       3.853395355708e+02 
       4.967582599940e-01       3.544226064095e+02 
       5.171732779945e-01       3.256991118956e+02 
       5.393104324486e-01       2.977751849367e+02 
       5.635576455939e-01       2.707209720612e+02 
       5.904581626811e-01       2.448403779510e+02 
       6.208026494092e-01       2.194573923192e+02 
       6.557974008239e-01       1.946212461650e+02 
       6.973929178738e-01       1.698827946341e+02 
       7.489768831417e-01       1.449448018016e+02 
       8.169538119612e-01       1.192631883672e+02 
       9.144792596746e-01       9.233795303739e+01 
       1.068469335204e+00       6.456618661752e+01 
       1.313995175733e+00       3.981895398558e+01 
       1.651295497907e+00       2.312674243441e+01 
       2.078800719036e+00       1.325601190359e+01 
       2.617054831616e+00       7.535433993306e+00 
       3.294676831460e+00       4.251557360242e+00 
       4.147752386774e+00       2.382542730921e+00 
       5.221710881540e+00       1.326682807754e+00 
       6.573744521813e+00       7.345420583930e-01 
       8.275854029153e+00       4.045652933344e-01 
       1.041868294160e+01       2.217462556505e-01 
       1.311634471261e+01       1.210140027391e-01 
       1.651249966855e+01       6.576818701842e-02 
       2.078800544498e+01       3.560518603689e-02 
       2.617054831520e+01       1.919644847514e-02 
       3.294676831460e+01       1.031216037683e-02 
