# Matter power spectrum P(k) at redshift z=1
# for k=1.04079e-05 to 32.9468 h/Mpc,
# number of wavenumbers equal to 127
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.040790400722e-05       1.951330835918e+01 
       1.310277483820e-05       2.435118836555e+01 
       1.649541620883e-05       3.038849402207e+01 
       2.076649864342e-05       3.792257202637e+01 
       2.614347285619e-05       4.732441980223e+01 
       3.291268233120e-05       5.905700579271e+01 
       4.143461215706e-05       7.369792095185e+01 
       5.216308617236e-05       9.196772238341e+01 
       6.566943473999e-05       1.147651178173e+02 
       8.267292017233e-05       1.432106522923e+02 
       1.040790400722e-04       1.787007645220e+02 
       1.310277483820e-04       2.229743249732e+02 
       1.649541620883e-04       2.781939023281e+02 
       2.076649864342e-04       3.470437519894e+02 
       2.614347285619e-04       4.328456043143e+02 
       3.291268233120e-04       5.396911414375e+02 
       4.143461215706e-04       6.725858509429e+02 
       5.216308617236e-04       8.375924356374e+02 
       6.566943473999e-04       1.041954038808e+03 
       8.267292017233e-04       1.294171021393e+03 
       1.040790400722e-03       1.603997396480e+03 
       1.310277483820e-03       1.982284276557e+03 
       1.649541620883e-03       2.440488771996e+03 
       2.076649864342e-03       2.989617331975e+03 
       2.614347285619e-03       3.638520077041e+03 
       3.291268233120e-03       4.391346455390e+03 
       4.143461215706e-03       5.244079743511e+03 
       5.216308617236e-03       6.179853693257e+03 
       6.566943473999e-03       7.163371564123e+03 
       8.267292017233e-03       8.134368103119e+03 
       1.040790400722e-02       9.002274242532e+03 
       1.310277483820e-02       9.641815740408e+03 
       1.649541620881e-02       9.899355054184e+03 
       2.076649849734e-02       9.623068082359e+03 
       2.614335805461e-02       8.740182933368e+03 
       3.289637469053e-02       7.381728569911e+03 
       4.087911856302e-02       6.008620630288e+03 
       4.766023804155e-02       5.211983530037e+03 
       5.256927140494e-02       4.819642257923e+03 
       5.660927691599e-02       4.574622418576e+03 
       6.021256115851e-02       4.389414955181e+03 
       6.357114120765e-02       4.227653828828e+03 
       6.678635797958e-02       4.071050929765e+03 
       6.991885159805e-02       3.909903565227e+03 
       7.300839290672e-02       3.739517438695e+03 
       7.608297671421e-02       3.558728809337e+03 
       7.916346813368e-02       3.368968777483e+03 
       8.226618083526e-02       3.173599540179e+03 
       8.540440307104e-02       2.977334554581e+03 
       8.858934878552e-02       2.785484504063e+03 
       9.183077588075e-02       2.603462482578e+03 
       9.513740229027e-02       2.436034302566e+03 
       9.851719412387e-02       2.286914965435e+03 
       1.019775699776e-01       2.158298512822e+03 
       1.055255485925e-01       2.050660245177e+03 
       1.091678571796e-01       1.962684451227e+03 
       1.129110117788e-01       1.891242363583e+03 
       1.167613773165e-01       1.831669167877e+03 
       1.207252126807e-01       1.778178181853e+03 
       1.248087046008e-01       1.724477392692e+03 
       1.290179931216e-01       1.664862880601e+03 
       1.333591907880e-01       1.595217493184e+03 
       1.378383972193e-01       1.514065303680e+03 
       1.424617104533e-01       1.423034211207e+03 
       1.472352362460e-01       1.326580427719e+03 
       1.521650963894e-01       1.230924038855e+03 
       1.572574370271e-01       1.142568588282e+03 
       1.625184378976e-01       1.066596113862e+03 
       1.679543234048e-01       1.005422905628e+03 
       1.735713763949e-01       9.582252073222e+02 
       1.793759555044e-01       9.210544821055e+02 
       1.853745169373e-01       8.881519459955e+02 
       1.915736415227e-01       8.531524515287e+02 
       1.979800679094e-01       8.111705961488e+02 
       2.046007327653e-01       7.614152725007e+02 
       2.114428188820e-01       7.073905095581e+02 
       2.185138121437e-01       6.547779107095e+02 
       2.258215684139e-01       6.085980254486e+02 
       2.333743915428e-01       5.714140404437e+02 
       2.411811239123e-01       5.424892444626e+02 
       2.492512512375e-01       5.178936614517e+02 
       2.575950237635e-01       4.926821531479e+02 
       2.662235965537e-01       4.639491481176e+02 
       2.751491923186e-01       4.321794024519e+02 
       2.843852912200e-01       4.007029393398e+02 
       2.939468534025e-01       3.732644424649e+02 
       3.038505817336e-01       3.509214379518e+02 
       3.141152345494e-01       3.317556130970e+02 
       3.247620013040e-01       3.128109167774e+02 
       3.358149582288e-01       2.923944107860e+02 
       3.473016268785e-01       2.716071940864e+02 
       3.592536664636e-01       2.525677406895e+02 
       3.717077421891e-01       2.362283341168e+02 
       3.847066280289e-01       2.213698343005e+02 
       3.983006260010e-01       2.064728350748e+02 
       4.125494190926e-01       1.914870359143e+02 
       4.275245281339e-01       1.774884617721e+02 
       4.433126252363e-01       1.648295171933e+02 
       4.600200870431e-01       1.528558818292e+02 
       4.777793840297e-01       1.410014395931e+02 
       4.967582599940e-01       1.296876994770e+02 
       5.171732779945e-01       1.191767355518e+02 
       5.393104324486e-01       1.089584438676e+02 
       5.635576455939e-01       9.905834731869e+01 
       5.904581626811e-01       8.958776815476e+01 
       6.208026494092e-01       8.029960154082e+01 
       6.557974008239e-01       7.121109214419e+01 
       6.973929178738e-01       6.215871879365e+01 
       7.489768831417e-01       5.303290322616e+01 
       8.169538119612e-01       4.363529827120e+01 
       9.144792596746e-01       3.378269968171e+01 
       1.068469335204e+00       2.362048114229e+01 
       1.313995175733e+00       1.456530146142e+01 
       1.651295497907e+00       8.457926661573e+00 
       2.078800719036e+00       4.846803941637e+00 
       2.617054831616e+00       2.754406664301e+00 
       3.294676831460e+00       1.553635798980e+00 
       4.147752386774e+00       8.704495147034e-01 
       5.221710881540e+00       4.846244326251e-01 
       6.573744521813e+00       2.682951683016e-01 
       8.275854029153e+00       1.477617708828e-01 
       1.041868294160e+01       8.098709557698e-02 
       1.311634471261e+01       4.419716860334e-02 
       1.651249966855e+01       2.402066951919e-02 
       2.078800544498e+01       1.300484282760e-02 
       2.617054831520e+01       7.012186688751e-03 
       3.294676831460e+01       3.767486080918e-03 
